ExclusionID,Nom,Categorie,Description,PackImpacte
EX00660,Conduite sous l'emprise de l'alcool ou de stupéfiants,Territorial,Conduite sous l'emprise de l'alcool ou de stupéfiants. Voir article 8 des CG.,Silver
EX00661,Usage du véhicule en compétition ou sur circuit,Territorial,Usage du véhicule en compétition ou sur circuit. Voir article 33 des CG.,VIP
EX00662,Dommages survenus hors territoire marocain non couvert,Usage,Dommages survenus hors territoire marocain non couvert. Voir article 11 des CG.,Bronze
EX00663,Usure normale et défaut d'entretien,Conduite,Usure normale et défaut d'entretien. Voir article 1 des CG.,Business
EX00664,Conduite par une personne non déclarée au contrat,Administratif,Conduite par une personne non déclarée au contrat. Voir article 22 des CG.,VIP
EX00665,Transport de matières dangereuses non autorisé,Administratif,Transport de matières dangereuses non autorisé. Voir article 35 des CG.,Tous
EX00666,Dommages intentionnels causés par l'assuré,Conduite,Dommages intentionnels causés par l'assuré. Voir article 14 des CG.,Eco
EX00667,Sinistre survenu pendant une période de suspension,Conduite,Sinistre survenu pendant une période de suspension. Voir article 23 des CG.,Tous
EX00668,Modification non déclarée du véhicule,Conduite,Modification non déclarée du véhicule. Voir article 24 des CG.,Eco
EX00669,Dépassement de la limite kilométrique contractuelle,Territorial,Dépassement de la limite kilométrique contractuelle. Voir article 12 des CG.,Tous
EX00670,Conduite sous l'emprise de l'alcool ou de stupéfiants,Conduite,Conduite sous l'emprise de l'alcool ou de stupéfiants. Voir article 19 des CG.,Bronze
EX00671,Usage du véhicule en compétition ou sur circuit,Territorial,Usage du véhicule en compétition ou sur circuit. Voir article 12 des CG.,Silver+
EX00672,Dommages survenus hors territoire marocain non couvert,Usage,Dommages survenus hors territoire marocain non couvert. Voir article 24 des CG.,Eco+
EX00673,Usure normale et défaut d'entretien,Usage,Usure normale et défaut d'entretien. Voir article 25 des CG.,Gold
EX00674,Conduite par une personne non déclarée au contrat,Usage,Conduite par une personne non déclarée au contrat. Voir article 39 des CG.,Silver+
EX00675,Transport de matières dangereuses non autorisé,Conduite,Transport de matières dangereuses non autorisé. Voir article 5 des CG.,Tous
EX00676,Dommages intentionnels causés par l'assuré,Usage,Dommages intentionnels causés par l'assuré. Voir article 25 des CG.,Premium
EX00677,Sinistre survenu pendant une période de suspension,Territorial,Sinistre survenu pendant une période de suspension. Voir article 26 des CG.,Gold
EX00678,Modification non déclarée du véhicule,Territorial,Modification non déclarée du véhicule. Voir article 43 des CG.,Eco
EX00679,Dépassement de la limite kilométrique contractuelle,Conduite,Dépassement de la limite kilométrique contractuelle. Voir article 43 des CG.,Gold+
EX00680,Conduite sous l'emprise de l'alcool ou de stupéfiants,Conduite,Conduite sous l'emprise de l'alcool ou de stupéfiants. Voir article 43 des CG.,Eco+
EX00681,Usage du véhicule en compétition ou sur circuit,Usage,Usage du véhicule en compétition ou sur circuit. Voir article 20 des CG.,Premium
EX00682,Dommages survenus hors territoire marocain non couvert,Administratif,Dommages survenus hors territoire marocain non couvert. Voir article 6 des CG.,Eco
EX00683,Usure normale et défaut d'entretien,Administratif,Usure normale et défaut d'entretien. Voir article 3 des CG.,Gold
EX00684,Conduite par une personne non déclarée au contrat,Conduite,Conduite par une personne non déclarée au contrat. Voir article 34 des CG.,Gold
EX00685,Transport de matières dangereuses non autorisé,Administratif,Transport de matières dangereuses non autorisé. Voir article 43 des CG.,Gold
EX00686,Dommages intentionnels causés par l'assuré,Territorial,Dommages intentionnels causés par l'assuré. Voir article 45 des CG.,Bronze
EX00687,Sinistre survenu pendant une période de suspension,Usage,Sinistre survenu pendant une période de suspension. Voir article 34 des CG.,Premium
EX00688,Modification non déclarée du véhicule,Administratif,Modification non déclarée du véhicule. Voir article 12 des CG.,Eco+
EX00689,Dépassement de la limite kilométrique contractuelle,Administratif,Dépassement de la limite kilométrique contractuelle. Voir article 42 des CG.,VIP
EX00690,Conduite sous l'emprise de l'alcool ou de stupéfiants,Conduite,Conduite sous l'emprise de l'alcool ou de stupéfiants. Voir article 35 des CG.,Tous
EX00691,Usage du véhicule en compétition ou sur circuit,Conduite,Usage du véhicule en compétition ou sur circuit. Voir article 26 des CG.,VIP
EX00692,Dommages survenus hors territoire marocain non couvert,Conduite,Dommages survenus hors territoire marocain non couvert. Voir article 8 des CG.,Silver
EX00693,Usure normale et défaut d'entretien,Conduite,Usure normale et défaut d'entretien. Voir article 3 des CG.,Tous
EX00694,Conduite par une personne non déclarée au contrat,Territorial,Conduite par une personne non déclarée au contrat. Voir article 21 des CG.,Eco
EX00695,Transport de matières dangereuses non autorisé,Administratif,Transport de matières dangereuses non autorisé. Voir article 28 des CG.,Bronze
EX00696,Dommages intentionnels causés par l'assuré,Conduite,Dommages intentionnels causés par l'assuré. Voir article 16 des CG.,Premium
EX00697,Sinistre survenu pendant une période de suspension,Territorial,Sinistre survenu pendant une période de suspension. Voir article 24 des CG.,VIP
EX00698,Modification non déclarée du véhicule,Conduite,Modification non déclarée du véhicule. Voir article 4 des CG.,Silver
EX00699,Dépassement de la limite kilométrique contractuelle,Usage,Dépassement de la limite kilométrique contractuelle. Voir article 2 des CG.,Gold+
EX00700,Conduite sous l'emprise de l'alcool ou de stupéfiants,Territorial,Conduite sous l'emprise de l'alcool ou de stupéfiants. Voir article 11 des CG.,Silver
EX00701,Usage du véhicule en compétition ou sur circuit,Territorial,Usage du véhicule en compétition ou sur circuit. Voir article 25 des CG.,Business
EX00702,Dommages survenus hors territoire marocain non couvert,Territorial,Dommages survenus hors territoire marocain non couvert. Voir article 24 des CG.,VIP
EX00703,Usure normale et défaut d'entretien,Territorial,Usure normale et défaut d'entretien. Voir article 25 des CG.,Silver
EX00704,Conduite par une personne non déclarée au contrat,Conduite,Conduite par une personne non déclarée au contrat. Voir article 8 des CG.,Gold
EX00705,Transport de matières dangereuses non autorisé,Territorial,Transport de matières dangereuses non autorisé. Voir article 12 des CG.,Premium
EX00706,Dommages intentionnels causés par l'assuré,Usage,Dommages intentionnels causés par l'assuré. Voir article 16 des CG.,Silver+
EX00707,Sinistre survenu pendant une période de suspension,Territorial,Sinistre survenu pendant une période de suspension. Voir article 15 des CG.,Business
EX00708,Modification non déclarée du véhicule,Administratif,Modification non déclarée du véhicule. Voir article 36 des CG.,Gold
EX00709,Dépassement de la limite kilométrique contractuelle,Usage,Dépassement de la limite kilométrique contractuelle. Voir article 22 des CG.,VIP
EX00710,Conduite sous l'emprise de l'alcool ou de stupéfiants,Conduite,Conduite sous l'emprise de l'alcool ou de stupéfiants. Voir article 6 des CG.,Gold+
EX00711,Usage du véhicule en compétition ou sur circuit,Territorial,Usage du véhicule en compétition ou sur circuit. Voir article 1 des CG.,Silver
EX00712,Dommages survenus hors territoire marocain non couvert,Administratif,Dommages survenus hors territoire marocain non couvert. Voir article 30 des CG.,Bronze
EX00713,Usure normale et défaut d'entretien,Usage,Usure normale et défaut d'entretien. Voir article 24 des CG.,Business
EX00714,Conduite par une personne non déclarée au contrat,Usage,Conduite par une personne non déclarée au contrat. Voir article 20 des CG.,VIP
EX00715,Transport de matières dangereuses non autorisé,Conduite,Transport de matières dangereuses non autorisé. Voir article 3 des CG.,Business
EX00716,Dommages intentionnels causés par l'assuré,Administratif,Dommages intentionnels causés par l'assuré. Voir article 38 des CG.,Business
EX00717,Sinistre survenu pendant une période de suspension,Usage,Sinistre survenu pendant une période de suspension. Voir article 38 des CG.,Gold+
EX00718,Modification non déclarée du véhicule,Usage,Modification non déclarée du véhicule. Voir article 4 des CG.,Bronze
EX00719,Dépassement de la limite kilométrique contractuelle,Conduite,Dépassement de la limite kilométrique contractuelle. Voir article 17 des CG.,Eco
EX00720,Conduite sous l'emprise de l'alcool ou de stupéfiants,Administratif,Conduite sous l'emprise de l'alcool ou de stupéfiants. Voir article 33 des CG.,Silver
EX00721,Usage du véhicule en compétition ou sur circuit,Territorial,Usage du véhicule en compétition ou sur circuit. Voir article 36 des CG.,Tous
EX00722,Dommages survenus hors territoire marocain non couvert,Conduite,Dommages survenus hors territoire marocain non couvert. Voir article 13 des CG.,Premium
EX00723,Usure normale et défaut d'entretien,Usage,Usure normale et défaut d'entretien. Voir article 4 des CG.,VIP
EX00724,Conduite par une personne non déclarée au contrat,Administratif,Conduite par une personne non déclarée au contrat. Voir article 21 des CG.,Eco+
EX00725,Transport de matières dangereuses non autorisé,Territorial,Transport de matières dangereuses non autorisé. Voir article 10 des CG.,Silver+
EX00726,Dommages intentionnels causés par l'assuré,Conduite,Dommages intentionnels causés par l'assuré. Voir article 40 des CG.,Business
EX00727,Sinistre survenu pendant une période de suspension,Conduite,Sinistre survenu pendant une période de suspension. Voir article 7 des CG.,Bronze
EX00728,Modification non déclarée du véhicule,Usage,Modification non déclarée du véhicule. Voir article 15 des CG.,Bronze
EX00729,Dépassement de la limite kilométrique contractuelle,Territorial,Dépassement de la limite kilométrique contractuelle. Voir article 23 des CG.,Tous
EX00730,Conduite sous l'emprise de l'alcool ou de stupéfiants,Territorial,Conduite sous l'emprise de l'alcool ou de stupéfiants. Voir article 42 des CG.,Business
EX00731,Usage du véhicule en compétition ou sur circuit,Usage,Usage du véhicule en compétition ou sur circuit. Voir article 39 des CG.,Premium
EX00732,Dommages survenus hors territoire marocain non couvert,Territorial,Dommages survenus hors territoire marocain non couvert. Voir article 43 des CG.,Gold
EX00733,Usure normale et défaut d'entretien,Administratif,Usure normale et défaut d'entretien. Voir article 42 des CG.,Premium
EX00734,Conduite par une personne non déclarée au contrat,Territorial,Conduite par une personne non déclarée au contrat. Voir article 34 des CG.,Gold+
EX00735,Transport de matières dangereuses non autorisé,Territorial,Transport de matières dangereuses non autorisé. Voir article 36 des CG.,Gold+
EX00736,Dommages intentionnels causés par l'assuré,Conduite,Dommages intentionnels causés par l'assuré. Voir article 24 des CG.,Gold
EX00737,Sinistre survenu pendant une période de suspension,Administratif,Sinistre survenu pendant une période de suspension. Voir article 26 des CG.,Eco+
EX00738,Modification non déclarée du véhicule,Conduite,Modification non déclarée du véhicule. Voir article 10 des CG.,Eco
EX00739,Dépassement de la limite kilométrique contractuelle,Usage,Dépassement de la limite kilométrique contractuelle. Voir article 14 des CG.,Business
EX00740,Conduite sous l'emprise de l'alcool ou de stupéfiants,Conduite,Conduite sous l'emprise de l'alcool ou de stupéfiants. Voir article 2 des CG.,Business
EX00741,Usage du véhicule en compétition ou sur circuit,Administratif,Usage du véhicule en compétition ou sur circuit. Voir article 43 des CG.,Tous
EX00742,Dommages survenus hors territoire marocain non couvert,Territorial,Dommages survenus hors territoire marocain non couvert. Voir article 8 des CG.,Tous
EX00743,Usure normale et défaut d'entretien,Administratif,Usure normale et défaut d'entretien. Voir article 37 des CG.,VIP
EX00744,Conduite par une personne non déclarée au contrat,Administratif,Conduite par une personne non déclarée au contrat. Voir article 23 des CG.,Silver
EX00745,Transport de matières dangereuses non autorisé,Usage,Transport de matières dangereuses non autorisé. Voir article 29 des CG.,Silver
EX00746,Dommages intentionnels causés par l'assuré,Administratif,Dommages intentionnels causés par l'assuré. Voir article 5 des CG.,Tous
EX00747,Sinistre survenu pendant une période de suspension,Territorial,Sinistre survenu pendant une période de suspension. Voir article 24 des CG.,Gold+
EX00748,Modification non déclarée du véhicule,Administratif,Modification non déclarée du véhicule. Voir article 1 des CG.,Bronze
EX00749,Dépassement de la limite kilométrique contractuelle,Conduite,Dépassement de la limite kilométrique contractuelle. Voir article 23 des CG.,Business
EX00750,Conduite sous l'emprise de l'alcool ou de stupéfiants,Usage,Conduite sous l'emprise de l'alcool ou de stupéfiants. Voir article 26 des CG.,Bronze
EX00751,Usage du véhicule en compétition ou sur circuit,Usage,Usage du véhicule en compétition ou sur circuit. Voir article 21 des CG.,Business
EX00752,Dommages survenus hors territoire marocain non couvert,Administratif,Dommages survenus hors territoire marocain non couvert. Voir article 30 des CG.,Eco
EX00753,Usure normale et défaut d'entretien,Administratif,Usure normale et défaut d'entretien. Voir article 37 des CG.,Silver+
EX00754,Conduite par une personne non déclarée au contrat,Administratif,Conduite par une personne non déclarée au contrat. Voir article 12 des CG.,Eco
EX00755,Transport de matières dangereuses non autorisé,Administratif,Transport de matières dangereuses non autorisé. Voir article 22 des CG.,Gold+
EX00756,Dommages intentionnels causés par l'assuré,Usage,Dommages intentionnels causés par l'assuré. Voir article 41 des CG.,Silver
EX00757,Sinistre survenu pendant une période de suspension,Territorial,Sinistre survenu pendant une période de suspension. Voir article 17 des CG.,VIP
EX00758,Modification non déclarée du véhicule,Conduite,Modification non déclarée du véhicule. Voir article 31 des CG.,Gold+
EX00759,Dépassement de la limite kilométrique contractuelle,Territorial,Dépassement de la limite kilométrique contractuelle. Voir article 40 des CG.,Eco
EX00760,Conduite sous l'emprise de l'alcool ou de stupéfiants,Usage,Conduite sous l'emprise de l'alcool ou de stupéfiants. Voir article 3 des CG.,Tous
EX00761,Usage du véhicule en compétition ou sur circuit,Territorial,Usage du véhicule en compétition ou sur circuit. Voir article 27 des CG.,Business
EX00762,Dommages survenus hors territoire marocain non couvert,Territorial,Dommages survenus hors territoire marocain non couvert. Voir article 13 des CG.,Tous
EX00763,Usure normale et défaut d'entretien,Conduite,Usure normale et défaut d'entretien. Voir article 14 des CG.,Premium
EX00764,Conduite par une personne non déclarée au contrat,Administratif,Conduite par une personne non déclarée au contrat. Voir article 41 des CG.,Gold
EX00765,Transport de matières dangereuses non autorisé,Territorial,Transport de matières dangereuses non autorisé. Voir article 45 des CG.,VIP
EX00766,Dommages intentionnels causés par l'assuré,Administratif,Dommages intentionnels causés par l'assuré. Voir article 39 des CG.,VIP
EX00767,Sinistre survenu pendant une période de suspension,Administratif,Sinistre survenu pendant une période de suspension. Voir article 38 des CG.,Silver+
EX00768,Modification non déclarée du véhicule,Usage,Modification non déclarée du véhicule. Voir article 40 des CG.,Premium
EX00769,Dépassement de la limite kilométrique contractuelle,Conduite,Dépassement de la limite kilométrique contractuelle. Voir article 31 des CG.,Eco
EX00770,Conduite sous l'emprise de l'alcool ou de stupéfiants,Conduite,Conduite sous l'emprise de l'alcool ou de stupéfiants. Voir article 37 des CG.,Tous
EX00771,Usage du véhicule en compétition ou sur circuit,Territorial,Usage du véhicule en compétition ou sur circuit. Voir article 13 des CG.,Bronze
EX00772,Dommages survenus hors territoire marocain non couvert,Conduite,Dommages survenus hors territoire marocain non couvert. Voir article 26 des CG.,Premium
EX00773,Usure normale et défaut d'entretien,Conduite,Usure normale et défaut d'entretien. Voir article 44 des CG.,Eco+
EX00774,Conduite par une personne non déclarée au contrat,Administratif,Conduite par une personne non déclarée au contrat. Voir article 20 des CG.,Business
EX00775,Transport de matières dangereuses non autorisé,Usage,Transport de matières dangereuses non autorisé. Voir article 10 des CG.,Silver
EX00776,Dommages intentionnels causés par l'assuré,Usage,Dommages intentionnels causés par l'assuré. Voir article 3 des CG.,Gold
EX00777,Sinistre survenu pendant une période de suspension,Administratif,Sinistre survenu pendant une période de suspension. Voir article 35 des CG.,Silver+
EX00778,Modification non déclarée du véhicule,Usage,Modification non déclarée du véhicule. Voir article 25 des CG.,Eco+
EX00779,Dépassement de la limite kilométrique contractuelle,Conduite,Dépassement de la limite kilométrique contractuelle. Voir article 26 des CG.,Silver+
EX00780,Conduite sous l'emprise de l'alcool ou de stupéfiants,Conduite,Conduite sous l'emprise de l'alcool ou de stupéfiants. Voir article 32 des CG.,Business
EX00781,Usage du véhicule en compétition ou sur circuit,Administratif,Usage du véhicule en compétition ou sur circuit. Voir article 22 des CG.,Tous
EX00782,Dommages survenus hors territoire marocain non couvert,Territorial,Dommages survenus hors territoire marocain non couvert. Voir article 40 des CG.,Bronze
EX00783,Usure normale et défaut d'entretien,Territorial,Usure normale et défaut d'entretien. Voir article 2 des CG.,Business
EX00784,Conduite par une personne non déclarée au contrat,Conduite,Conduite par une personne non déclarée au contrat. Voir article 9 des CG.,Eco+
EX00785,Transport de matières dangereuses non autorisé,Administratif,Transport de matières dangereuses non autorisé. Voir article 4 des CG.,Bronze
EX00786,Dommages intentionnels causés par l'assuré,Usage,Dommages intentionnels causés par l'assuré. Voir article 1 des CG.,Tous
EX00787,Sinistre survenu pendant une période de suspension,Usage,Sinistre survenu pendant une période de suspension. Voir article 37 des CG.,Silver+
EX00788,Modification non déclarée du véhicule,Usage,Modification non déclarée du véhicule. Voir article 27 des CG.,Eco
EX00789,Dépassement de la limite kilométrique contractuelle,Conduite,Dépassement de la limite kilométrique contractuelle. Voir article 42 des CG.,Premium
EX00790,Conduite sous l'emprise de l'alcool ou de stupéfiants,Territorial,Conduite sous l'emprise de l'alcool ou de stupéfiants. Voir article 24 des CG.,Eco
EX00791,Usage du véhicule en compétition ou sur circuit,Territorial,Usage du véhicule en compétition ou sur circuit. Voir article 38 des CG.,Gold+
EX00792,Dommages survenus hors territoire marocain non couvert,Territorial,Dommages survenus hors territoire marocain non couvert. Voir article 23 des CG.,Gold+
EX00793,Usure normale et défaut d'entretien,Administratif,Usure normale et défaut d'entretien. Voir article 42 des CG.,VIP
EX00794,Conduite par une personne non déclarée au contrat,Usage,Conduite par une personne non déclarée au contrat. Voir article 45 des CG.,Silver+
EX00795,Transport de matières dangereuses non autorisé,Administratif,Transport de matières dangereuses non autorisé. Voir article 7 des CG.,Gold+
EX00796,Dommages intentionnels causés par l'assuré,Conduite,Dommages intentionnels causés par l'assuré. Voir article 14 des CG.,VIP
EX00797,Sinistre survenu pendant une période de suspension,Administratif,Sinistre survenu pendant une période de suspension. Voir article 18 des CG.,Tous
EX00798,Modification non déclarée du véhicule,Administratif,Modification non déclarée du véhicule. Voir article 37 des CG.,Silver+
EX00799,Dépassement de la limite kilométrique contractuelle,Usage,Dépassement de la limite kilométrique contractuelle. Voir article 2 des CG.,Silver+
EX00800,Conduite sous l'emprise de l'alcool ou de stupéfiants,Conduite,Conduite sous l'emprise de l'alcool ou de stupéfiants. Voir article 29 des CG.,Bronze
EX00801,Usage du véhicule en compétition ou sur circuit,Administratif,Usage du véhicule en compétition ou sur circuit. Voir article 23 des CG.,Eco
EX00802,Dommages survenus hors territoire marocain non couvert,Territorial,Dommages survenus hors territoire marocain non couvert. Voir article 11 des CG.,Business
EX00803,Usure normale et défaut d'entretien,Usage,Usure normale et défaut d'entretien. Voir article 23 des CG.,Bronze
EX00804,Conduite par une personne non déclarée au contrat,Usage,Conduite par une personne non déclarée au contrat. Voir article 45 des CG.,Premium
EX00805,Transport de matières dangereuses non autorisé,Administratif,Transport de matières dangereuses non autorisé. Voir article 7 des CG.,Tous
EX00806,Dommages intentionnels causés par l'assuré,Administratif,Dommages intentionnels causés par l'assuré. Voir article 12 des CG.,Business
EX00807,Sinistre survenu pendant une période de suspension,Territorial,Sinistre survenu pendant une période de suspension. Voir article 38 des CG.,Gold
EX00808,Modification non déclarée du véhicule,Conduite,Modification non déclarée du véhicule. Voir article 34 des CG.,VIP
EX00809,Dépassement de la limite kilométrique contractuelle,Conduite,Dépassement de la limite kilométrique contractuelle. Voir article 17 des CG.,Eco
EX00810,Conduite sous l'emprise de l'alcool ou de stupéfiants,Administratif,Conduite sous l'emprise de l'alcool ou de stupéfiants. Voir article 36 des CG.,Gold
EX00811,Usage du véhicule en compétition ou sur circuit,Administratif,Usage du véhicule en compétition ou sur circuit. Voir article 30 des CG.,Silver+
EX00812,Dommages survenus hors territoire marocain non couvert,Administratif,Dommages survenus hors territoire marocain non couvert. Voir article 27 des CG.,VIP
EX00813,Usure normale et défaut d'entretien,Usage,Usure normale et défaut d'entretien. Voir article 41 des CG.,Bronze
EX00814,Conduite par une personne non déclarée au contrat,Usage,Conduite par une personne non déclarée au contrat. Voir article 32 des CG.,VIP
EX00815,Transport de matières dangereuses non autorisé,Administratif,Transport de matières dangereuses non autorisé. Voir article 16 des CG.,Premium
EX00816,Dommages intentionnels causés par l'assuré,Administratif,Dommages intentionnels causés par l'assuré. Voir article 11 des CG.,Eco
EX00817,Sinistre survenu pendant une période de suspension,Territorial,Sinistre survenu pendant une période de suspension. Voir article 4 des CG.,Eco
EX00818,Modification non déclarée du véhicule,Usage,Modification non déclarée du véhicule. Voir article 40 des CG.,Tous
EX00819,Dépassement de la limite kilométrique contractuelle,Conduite,Dépassement de la limite kilométrique contractuelle. Voir article 28 des CG.,Premium
EX00820,Conduite sous l'emprise de l'alcool ou de stupéfiants,Usage,Conduite sous l'emprise de l'alcool ou de stupéfiants. Voir article 37 des CG.,VIP
EX00821,Usage du véhicule en compétition ou sur circuit,Administratif,Usage du véhicule en compétition ou sur circuit. Voir article 11 des CG.,Eco
EX00822,Dommages survenus hors territoire marocain non couvert,Territorial,Dommages survenus hors territoire marocain non couvert. Voir article 15 des CG.,Premium
EX00823,Usure normale et défaut d'entretien,Administratif,Usure normale et défaut d'entretien. Voir article 3 des CG.,Gold
EX00824,Conduite par une personne non déclarée au contrat,Usage,Conduite par une personne non déclarée au contrat. Voir article 41 des CG.,Silver+
EX00825,Transport de matières dangereuses non autorisé,Conduite,Transport de matières dangereuses non autorisé. Voir article 5 des CG.,Silver+
EX00826,Dommages intentionnels causés par l'assuré,Usage,Dommages intentionnels causés par l'assuré. Voir article 43 des CG.,Business
EX00827,Sinistre survenu pendant une période de suspension,Administratif,Sinistre survenu pendant une période de suspension. Voir article 6 des CG.,Silver+
EX00828,Modification non déclarée du véhicule,Usage,Modification non déclarée du véhicule. Voir article 27 des CG.,Tous
EX00829,Dépassement de la limite kilométrique contractuelle,Administratif,Dépassement de la limite kilométrique contractuelle. Voir article 12 des CG.,VIP
EX00830,Conduite sous l'emprise de l'alcool ou de stupéfiants,Conduite,Conduite sous l'emprise de l'alcool ou de stupéfiants. Voir article 36 des CG.,Silver+
EX00831,Usage du véhicule en compétition ou sur circuit,Usage,Usage du véhicule en compétition ou sur circuit. Voir article 10 des CG.,Gold+
EX00832,Dommages survenus hors territoire marocain non couvert,Conduite,Dommages survenus hors territoire marocain non couvert. Voir article 4 des CG.,Gold+
EX00833,Usure normale et défaut d'entretien,Territorial,Usure normale et défaut d'entretien. Voir article 30 des CG.,Silver
EX00834,Conduite par une personne non déclarée au contrat,Territorial,Conduite par une personne non déclarée au contrat. Voir article 43 des CG.,Gold+
EX00835,Transport de matières dangereuses non autorisé,Administratif,Transport de matières dangereuses non autorisé. Voir article 12 des CG.,Gold
EX00836,Dommages intentionnels causés par l'assuré,Usage,Dommages intentionnels causés par l'assuré. Voir article 17 des CG.,VIP
EX00837,Sinistre survenu pendant une période de suspension,Usage,Sinistre survenu pendant une période de suspension. Voir article 29 des CG.,Tous
EX00838,Modification non déclarée du véhicule,Conduite,Modification non déclarée du véhicule. Voir article 38 des CG.,Eco+
EX00839,Dépassement de la limite kilométrique contractuelle,Conduite,Dépassement de la limite kilométrique contractuelle. Voir article 19 des CG.,Premium
EX00840,Conduite sous l'emprise de l'alcool ou de stupéfiants,Territorial,Conduite sous l'emprise de l'alcool ou de stupéfiants. Voir article 17 des CG.,Premium
EX00841,Usage du véhicule en compétition ou sur circuit,Administratif,Usage du véhicule en compétition ou sur circuit. Voir article 35 des CG.,Tous
EX00842,Dommages survenus hors territoire marocain non couvert,Administratif,Dommages survenus hors territoire marocain non couvert. Voir article 30 des CG.,Gold
EX00843,Usure normale et défaut d'entretien,Territorial,Usure normale et défaut d'entretien. Voir article 39 des CG.,Business
EX00844,Conduite par une personne non déclarée au contrat,Usage,Conduite par une personne non déclarée au contrat. Voir article 7 des CG.,Business
EX00845,Transport de matières dangereuses non autorisé,Administratif,Transport de matières dangereuses non autorisé. Voir article 36 des CG.,Eco+
EX00846,Dommages intentionnels causés par l'assuré,Usage,Dommages intentionnels causés par l'assuré. Voir article 7 des CG.,Bronze
EX00847,Sinistre survenu pendant une période de suspension,Administratif,Sinistre survenu pendant une période de suspension. Voir article 12 des CG.,Tous
EX00848,Modification non déclarée du véhicule,Usage,Modification non déclarée du véhicule. Voir article 29 des CG.,Silver
EX00849,Dépassement de la limite kilométrique contractuelle,Conduite,Dépassement de la limite kilométrique contractuelle. Voir article 24 des CG.,Eco
EX00850,Conduite sous l'emprise de l'alcool ou de stupéfiants,Administratif,Conduite sous l'emprise de l'alcool ou de stupéfiants. Voir article 25 des CG.,Bronze
EX00851,Usage du véhicule en compétition ou sur circuit,Conduite,Usage du véhicule en compétition ou sur circuit. Voir article 15 des CG.,Eco
EX00852,Dommages survenus hors territoire marocain non couvert,Administratif,Dommages survenus hors territoire marocain non couvert. Voir article 44 des CG.,Gold
EX00853,Usure normale et défaut d'entretien,Territorial,Usure normale et défaut d'entretien. Voir article 40 des CG.,Bronze
EX00854,Conduite par une personne non déclarée au contrat,Territorial,Conduite par une personne non déclarée au contrat. Voir article 42 des CG.,Eco+
EX00855,Transport de matières dangereuses non autorisé,Territorial,Transport de matières dangereuses non autorisé. Voir article 5 des CG.,Business
EX00856,Dommages intentionnels causés par l'assuré,Conduite,Dommages intentionnels causés par l'assuré. Voir article 4 des CG.,Business
EX00857,Sinistre survenu pendant une période de suspension,Territorial,Sinistre survenu pendant une période de suspension. Voir article 42 des CG.,Silver+
EX00858,Modification non déclarée du véhicule,Administratif,Modification non déclarée du véhicule. Voir article 33 des CG.,Silver+
EX00859,Dépassement de la limite kilométrique contractuelle,Usage,Dépassement de la limite kilométrique contractuelle. Voir article 42 des CG.,Silver+
EX00860,Conduite sous l'emprise de l'alcool ou de stupéfiants,Usage,Conduite sous l'emprise de l'alcool ou de stupéfiants. Voir article 4 des CG.,Business
EX00861,Usage du véhicule en compétition ou sur circuit,Territorial,Usage du véhicule en compétition ou sur circuit. Voir article 39 des CG.,VIP
EX00862,Dommages survenus hors territoire marocain non couvert,Conduite,Dommages survenus hors territoire marocain non couvert. Voir article 44 des CG.,Tous
EX00863,Usure normale et défaut d'entretien,Administratif,Usure normale et défaut d'entretien. Voir article 22 des CG.,Eco
EX00864,Conduite par une personne non déclarée au contrat,Territorial,Conduite par une personne non déclarée au contrat. Voir article 9 des CG.,Premium
EX00865,Transport de matières dangereuses non autorisé,Administratif,Transport de matières dangereuses non autorisé. Voir article 2 des CG.,Gold
EX00866,Dommages intentionnels causés par l'assuré,Conduite,Dommages intentionnels causés par l'assuré. Voir article 25 des CG.,Bronze
EX00867,Sinistre survenu pendant une période de suspension,Territorial,Sinistre survenu pendant une période de suspension. Voir article 22 des CG.,Business
EX00868,Modification non déclarée du véhicule,Territorial,Modification non déclarée du véhicule. Voir article 30 des CG.,Gold
EX00869,Dépassement de la limite kilométrique contractuelle,Territorial,Dépassement de la limite kilométrique contractuelle. Voir article 21 des CG.,Premium
EX00870,Conduite sous l'emprise de l'alcool ou de stupéfiants,Administratif,Conduite sous l'emprise de l'alcool ou de stupéfiants. Voir article 6 des CG.,VIP
EX00871,Usage du véhicule en compétition ou sur circuit,Conduite,Usage du véhicule en compétition ou sur circuit. Voir article 30 des CG.,Business
EX00872,Dommages survenus hors territoire marocain non couvert,Territorial,Dommages survenus hors territoire marocain non couvert. Voir article 10 des CG.,Gold
EX00873,Usure normale et défaut d'entretien,Territorial,Usure normale et défaut d'entretien. Voir article 43 des CG.,Silver
EX00874,Conduite par une personne non déclarée au contrat,Administratif,Conduite par une personne non déclarée au contrat. Voir article 8 des CG.,Bronze
EX00875,Transport de matières dangereuses non autorisé,Territorial,Transport de matières dangereuses non autorisé. Voir article 7 des CG.,VIP
EX00876,Dommages intentionnels causés par l'assuré,Territorial,Dommages intentionnels causés par l'assuré. Voir article 35 des CG.,Silver+
EX00877,Sinistre survenu pendant une période de suspension,Conduite,Sinistre survenu pendant une période de suspension. Voir article 39 des CG.,Gold+
EX00878,Modification non déclarée du véhicule,Usage,Modification non déclarée du véhicule. Voir article 4 des CG.,Bronze
EX00879,Dépassement de la limite kilométrique contractuelle,Usage,Dépassement de la limite kilométrique contractuelle. Voir article 25 des CG.,Silver
