VehicleID,ClientID,Marque,Modele,Version,Annee,Categorie,Carburant,Transmission,PuissanceDIN,PuissanceCV,ValeurNeuve,ValeurActuelle,NombrePlaces,Poids,Cylindree,Couleur,NombrePortes,VIN,Immatriculation,Etat
VH000431,CL000431,Renault,Clio V,Clio V GT Line,2021,Citadine,Essence,Manuelle,90,5,185000,121930.08,5,1150,999,Argent,5,VF156D7BCD3F8F290,38276|JR|7,Correct
VH000432,CL000432,Audi,A3,A3 Active,2018,Compacte,Hybride,Manuelle,150,8,476000,290154.81,5,1380,1498,Marron,5,WAU664CEF16F7C0EA,00432-D-9,Bon
VH000433,CL000433,Fiat,500,500 Intens,2025,Citadine,Diesel,Manuelle,70,4,165000,145200.0,4,960,999,Vert,3,ZFA93F02AE0F22766,52834|AD|8,Usé
VH000434,CL000434,Ford,Focus,Focus Intens,2014,Compacte,Essence,Manuelle,125,6,275000,130878.09,5,1320,1499,Marron,5,WF0A63C58D288F040,34384|HZ|3,Correct
VH000435,CL000435,Fiat,Tipo,Tipo Iconic,2015,Berline,Essence,Manuelle,95,5,195000,98728.15,5,1180,1368,Blanc,4,ZFAD9D92C195182FF,00435-C-7,Usé
VH000436,CL000436,Renault,Megane IV,Megane IV Business,2022,Compacte,Hybride,Manuelle,130,7,319200,228672.63,5,1320,1332,Rouge,5,VF1A615AE58EDD351,49409|XC|8,Excellent
VH000437,CL000437,Renault,Captur,Captur Active,2015,SUV,Diesel,Manuelle,110,6,265000,134169.02,5,1220,999,Rouge,5,VF130558B506BCD90,86075|JB|5,Bon
VH000438,CL000438,Dacia,Logan,Logan Iconic,2015,Berline,Essence,Automatique,90,5,135000,68350.26,5,1100,999,Noir,4,UU113ECAA2F7FA814,00438-B-3,Bon
VH000439,CL000439,Kia,Sportage,Sportage Business,2013,SUV,Diesel,Manuelle,150,7,335000,149867.31,5,1480,1598,Marron,5,KNA61CDBB86B9210D,78525|TF|2,Bon
VH000440,CL000440,Dacia,Logan,Logan Iconic,2016,Berline,Essence,Automatique,90,5,135000,72713.04,5,1100,999,Gris,4,UU16E0A16DB9D3B65,69263|VZ|5,Bon
VH000441,CL000441,Renault,Clio V,Clio V Intens,2016,Citadine,Diesel,Manuelle,90,5,185000,99643.8,5,1150,999,Beige,5,VF1A237B6E912E5A5,00441-C-3,Bon
VH000442,CL000442,Volkswagen,Passat,Passat Iconic,2024,Berline,Diesel,Manuelle,150,8,385000,298144.0,5,1480,1968,Blanc,4,WVW0C6C93A3C25004,89637|ZX|5,Excellent
VH000443,CL000443,Dacia,Duster,Duster Active,2021,SUV,Hybride,Automatique,90,5,218400,143943.4,5,1230,1461,Bleu,5,UU170B8A83965AF87,91987|YB|5,Bon
VH000444,CL000444,Kia,Seltos,Seltos Intens,2015,SUV,Diesel,Manuelle,120,6,255000,129106.04,5,1280,1497,Rouge,5,KNA7422A9AD68BDDF,00444-A-1,Correct
VH000445,CL000445,Renault,Captur,Captur Iconic,2019,SUV,Diesel,Manuelle,110,6,265000,147829.35,5,1220,999,Gris,5,VF1652940DA296464,15341|TJ|3,Correct
VH000446,CL000446,Dacia,Spring,Spring GT Line,2020,Citadine,Électrique,Automatique,45,2,162750,98684.28,4,970,0,Beige,5,UU17996BA377A60C2,43470|EC|9,Bon
VH000447,CL000447,Mercedes-Benz,GLC,GLC Business,2017,SUV,Diesel,Automatique,197,10,685000,392501.44,5,1820,1991,Vert,5,WDD6DB1031734225C,00447-H-1,Excellent
VH000448,CL000448,Suzuki,Swift,Swift Active,2015,Citadine,Diesel,Manuelle,83,4,155000,78476.22,5,950,1197,Marron,5,JS2E10D6767C0301E,18940|NP|2,Bon
VH000449,CL000449,Nissan,Navara,Navara Intens,2025,Pick-up,Essence,Automatique,163,9,385000,338800.0,5,2100,2298,Bleu,4,JN15966C0DC266E8B,15908|LL|3,Bon
VH000450,CL000450,Mercedes-Benz,Classe A,Classe A Active,2019,Compacte,Diesel,Manuelle,136,7,445000,248241.74,5,1360,1332,Marron,5,WDDD0A2D160376339,00450-B-4,Usé
VH000451,CL000451,Audi,Q5,Q5 Active,2020,SUV,Hybride,Automatique,190,10,700000,424448.5,5,1780,1984,Blanc,5,WAU646B1E4A55DF1C,29380|UW|8,Bon
VH000452,CL000452,BMW,X3,X3 Business,2023,SUV,Diesel,Automatique,190,11,625000,425920.0,5,1780,1998,Argent,5,WBA912C5E73961B26,59436|WW|6,Excellent
VH000453,CL000453,Mercedes-Benz,Classe E,Classe E Intens,2015,Berline,Essence,Automatique,197,11,725000,367066.2,5,1680,1991,Beige,4,WDDFCA552F8FCB423,00453-T-7,Bon
VH000454,CL000454,Mercedes-Benz,Classe C,Classe C Active,2012,Berline,Diesel,Manuelle,156,9,565000,237595.6,5,1480,1496,Bleu,4,WDD2A622029EB8998,71751|BM|4,Correct
VH000455,CL000455,Mercedes-Benz,GLC,GLC Active,2014,SUV,Essence,Manuelle,197,10,685000,326005.42,5,1820,1991,Gris,5,WDDE878E44B9E85C2,38046|UR|7,Correct
VH000456,CL000456,Renault,Duster,Duster Intens,2016,SUV,Hybride,Automatique,115,6,274400,147795.99,5,1280,1461,Beige,5,VF1A11B4928396591,00456-D-5,Bon
VH000457,CL000457,Toyota,Hilux,Hilux Iconic,2023,Pick-up,Hybride,Automatique,150,9,408800,278585.75,5,2050,2393,Gris,4,JTD3F7BF089217AF0,75807|MX|9,Excellent
VH000458,CL000458,Dacia,Sandero,Sandero Iconic,2020,Citadine,Hybride,Manuelle,65,4,140000,84889.7,5,1050,999,Gris,5,UU16FDDB2B18190B6,22918|NT|9,Bon
VH000459,CL000459,Citroën,C4,C4 Active,2015,Compacte,Hybride,Automatique,110,6,296800,150269.31,5,1240,1199,Vert,5,VF73BF2AEB2EAC2AA,00459-T-3,Bon
VH000460,CL000460,Ford,Focus,Focus GT Line,2012,Compacte,Hybride,Manuelle,125,6,308000,129521.14,5,1320,1499,Rouge,5,WF080AA1AAC28FAF7,86918|HM|7,Correct
VH000461,CL000461,Ford,Focus,Focus Business,2025,Compacte,Diesel,Automatique,125,6,275000,242000.0,5,1320,1499,Noir,5,WF0692DB9FE2980D9,98779|XL|6,Excellent
VH000462,CL000462,Dacia,Sandero,Sandero GT Line,2025,Citadine,Diesel,Automatique,65,4,125000,110000.0,5,1050,999,Marron,5,UU1ABC042CE7EF47F,00462-C-6,Bon
VH000463,CL000463,Ford,Focus,Focus Iconic,2015,Compacte,Essence,Automatique,125,6,275000,139232.01,5,1320,1499,Vert,5,WF034CCE75A69DF7B,71680|WH|8,Excellent
VH000464,CL000464,Hyundai,i10,i10 GT Line,2019,Citadine,Hybride,Automatique,67,4,162400,90594.29,5,920,998,Marron,5,KMH9F1FCCDCE910D8,70852|VG|6,Correct
VH000465,CL000465,Dacia,Spring,Spring Intens,2021,Citadine,Électrique,Automatique,45,2,162750,107265.52,4,970,0,Vert,5,UU14C939C47C34975,00465-B-5,Bon
VH000466,CL000466,Suzuki,Swift,Swift GT Line,2019,Citadine,Hybride,Automatique,83,4,173600,96842.17,5,950,1197,Blanc,5,JS2AD8E2B9F9ED14D,62626|PX|7,Excellent
VH000467,CL000467,Mercedes-Benz,Classe E,Classe E Iconic,2013,Berline,Hybride,Automatique,197,11,812000,363260.46,5,1680,1991,Bleu,4,WDDB1335F19BF01EF,67523|GW|8,Correct
VH000468,CL000468,Citroën,C5 Aircross,C5 Aircross Intens,2015,SUV,Essence,Automatique,130,7,345000,174672.88,5,1480,1199,Noir,5,VF792EE3C109BFFC5,00468-C-2,Bon
VH000469,CL000469,Citroën,C4,C4 Business,2024,Compacte,Essence,Automatique,110,6,265000,205216.0,5,1240,1199,Argent,5,VF7A575B9AD14723B,90125|UH|1,Correct
VH000470,CL000470,Renault,Megane IV,Megane IV Business,2012,Compacte,Hybride,Automatique,130,7,319200,134231.0,5,1320,1332,Argent,5,VF149155764CA4EBE,84909|CK|9,Excellent
VH000471,CL000471,Mercedes-Benz,Classe E,Classe E Intens,2015,Berline,Hybride,Manuelle,197,11,812000,411114.14,5,1680,1991,Gris,4,WDDBFBA7C545FDDAC,00471-B-9,Bon
VH000472,CL000472,Mercedes-Benz,Classe E,Classe E Business,2020,Berline,Essence,Automatique,197,11,725000,439607.38,5,1680,1991,Gris,4,WDD1C44FE6867F1B1,96891|LA|6,Bon
VH000473,CL000473,Citroën,C3,C3 GT Line,2012,Citadine,Diesel,Automatique,83,5,175000,73591.56,5,1060,1199,Beige,5,VF7B123EC15923B00,21748|DG|4,Usé
VH000474,CL000474,Citroën,C5 Aircross,C5 Aircross Active,2014,SUV,Diesel,Manuelle,130,7,345000,164192.51,5,1480,1199,Blanc,5,VF702173A1D25D587,00474-D-1,Bon
VH000475,CL000475,Audi,Q5,Q5 Business,2017,SUV,Hybride,Manuelle,190,10,700000,401096.36,5,1780,1984,Beige,5,WAU319AC06869E30A,13134|EG|2,Bon
VH000476,CL000476,Nissan,Micra,Micra GT Line,2024,Citadine,Diesel,Automatique,71,4,165000,127776.0,5,980,999,Marron,5,JN107AF9E7B5395BB,98947|UP|1,Correct
VH000477,CL000477,BMW,X3,X3 Active,2020,SUV,Hybride,Automatique,190,11,700000,424448.5,5,1780,1998,Gris,5,WBAF2C5D57968E7AB,00477-A-6,Bon
VH000478,CL000478,Suzuki,Vitara,Vitara Iconic,2016,SUV,Hybride,Manuelle,102,6,274400,147795.99,5,1180,1373,Gris,5,JS2D3BBD6029865B8,37668|DK|6,Correct
VH000479,CL000479,Hyundai,Tucson,Tucson Intens,2023,SUV,Essence,Manuelle,150,7,345000,235107.84,5,1520,1598,Marron,5,KMH77FA38984BB320,73513|ZP|9,Correct
VH000480,CL000480,Renault,Megane IV,Megane IV GT Line,2017,Compacte,Hybride,Manuelle,130,7,319200,182899.94,5,1320,1332,Marron,5,VF19109AD79D38F70,00480-T-2,Excellent
VH000481,CL000481,Kia,Picanto,Picanto Active,2018,Citadine,Essence,Automatique,67,4,135000,82291.81,5,900,998,Rouge,5,KNAD0C01A7047B106,80280|TJ|9,Correct
VH000482,CL000482,Nissan,Micra,Micra Business,2019,Citadine,Hybride,Manuelle,71,4,184800,103090.05,5,980,999,Noir,5,JN1A25DB210741012,40232|CG|8,Correct
VH000483,CL000483,Mercedes-Benz,Classe C,Classe C Active,2015,Berline,Hybride,Automatique,156,9,632800,320385.51,5,1480,1496,Marron,4,WDD82C30EC4F6F2A4,00483-H-9,Correct
VH000484,CL000484,BMW,Série 1,Série 1 Active,2020,Compacte,Diesel,Automatique,140,8,425000,257700.88,5,1380,1995,Blanc,5,WBA12C5453965A215,28715|CC|4,Correct
VH000485,CL000485,BMW,X5,X5 GT Line,2018,SUV,Essence,Automatique,265,14,895000,545564.2,5,2150,2998,Rouge,5,WBAA5F523FD18CB28,42405|ZJ|8,Correct
VH000486,CL000486,Audi,Q5,Q5 Business,2016,SUV,Hybride,Manuelle,190,10,700000,377030.58,5,1780,1984,Noir,5,WAU30AB2AB79192A7,00486-E-9,Bon
VH000487,CL000487,Renault,Clio V,Clio V Business,2012,Citadine,Diesel,Manuelle,90,5,185000,77796.79,5,1150,999,Gris,5,VF163BBBC275F18D6,91765|HL|7,Bon
VH000488,CL000488,Renault,Duster,Duster Business,2024,SUV,Hybride,Manuelle,115,6,274400,212495.36,5,1280,1461,Blanc,5,VF1790DE2254F248E,76840|NS|4,Correct
VH000489,CL000489,Volkswagen,Polo,Polo Business,2022,Citadine,Hybride,Automatique,95,5,252000,180531.03,5,1100,999,Rouge,5,WVWA431FD1A058400,00489-B-2,Correct
VH000490,CL000490,Dacia,Logan,Logan Business,2019,Berline,Essence,Automatique,90,5,135000,75309.29,5,1100,999,Bleu,4,UU1900965C5D9E85C,98054|HP|1,Bon
VH000491,CL000491,Dacia,Sandero,Sandero GT Line,2013,Citadine,Essence,Manuelle,65,4,125000,55920.64,5,1050,999,Gris,5,UU190CA16B3CAAB2D,26743|NM|9,Bon
VH000492,CL000492,Nissan,Micra,Micra Intens,2012,Citadine,Diesel,Automatique,71,4,165000,69386.33,5,980,999,Gris,5,JN1E8D19F7EBBA798,00492-E-6,Bon
VH000493,CL000493,Volkswagen,Passat,Passat Business,2017,Berline,Essence,Manuelle,150,8,385000,220603.0,5,1480,1968,Vert,4,WVWF363AF5648074D,38242|JK|3,Excellent
VH000494,CL000494,Nissan,Navara,Navara Intens,2018,Pick-up,Essence,Automatique,163,9,385000,234684.04,5,2100,2298,Blanc,4,JN15EE92721DB4CA2,84879|EU|5,Bon
VH000495,CL000495,Volkswagen,Passat,Passat Intens,2018,Berline,Diesel,Manuelle,150,8,385000,234684.04,5,1480,1968,Bleu,4,WVWB44B08633B1F01,00495-D-9,Usé
VH000496,CL000496,Dacia,Logan,Logan Intens,2022,Berline,Essence,Automatique,90,5,135000,96713.05,5,1100,999,Beige,4,UU123BA0E62704F26,48706|WM|9,Bon
VH000497,CL000497,Audi,A3,A3 Intens,2018,Compacte,Essence,Automatique,150,8,425000,259066.8,5,1380,1498,Bleu,5,WAU298A7D54E1EBB5,11756|KN|1,Correct
VH000498,CL000498,Toyota,Hilux,Hilux Active,2022,Pick-up,Diesel,Manuelle,150,9,365000,261483.43,5,2050,2393,Argent,4,JTDF71914984A4CFF,00498-E-3,Bon
VH000499,CL000499,Volkswagen,Passat,Passat GT Line,2014,Berline,Diesel,Automatique,150,8,385000,183229.32,5,1480,1968,Noir,4,WVW1182AE653B35CF,51978|PZ|8,Bon
VH000500,CL000500,Audi,A4,A4 Intens,2022,Berline,Diesel,Manuelle,150,9,485000,347450.59,5,1520,1968,Vert,4,WAU558EF62AD41AEF,30020|TE|5,Bon
VH000501,CL000501,Dacia,Duster,Duster Iconic,2020,SUV,Essence,Automatique,90,5,195000,118239.23,5,1230,1461,Beige,5,UU1C6644AB33EA4EF,00501-W-5,Excellent
VH000502,CL000502,Renault,Megane IV,Megane IV Active,2018,Compacte,Diesel,Automatique,130,7,285000,173727.15,5,1320,1332,Gris,5,VF1AEA2CBF810D090,92874|WM|5,Usé
VH000503,CL000503,Renault,Megane IV,Megane IV Intens,2017,Compacte,Hybride,Manuelle,130,7,319200,182899.94,5,1320,1332,Beige,5,VF1A282FD43ED9936,41578|WM|9,Bon
VH000504,CL000504,Fiat,500,500 Business,2018,Citadine,Essence,Automatique,70,4,165000,100578.87,4,960,999,Beige,3,ZFAB411680F038C2D,00504-A-8,Bon
VH000505,CL000505,Ford,Focus,Focus GT Line,2019,Compacte,Essence,Manuelle,125,6,275000,153407.82,5,1320,1499,Beige,5,WF0425375C8410661,89785|LA|3,Bon
VH000506,CL000506,Kia,Rio,Rio GT Line,2022,Citadine,Hybride,Automatique,100,5,207200,148436.62,5,1080,998,Noir,5,KNADDA8991E85457A,64575|WV|9,Excellent
VH000507,CL000507,Toyota,Corolla,Corolla Iconic,2020,Berline,Hybride,Manuelle,122,6,330400,200339.69,5,1350,1798,Blanc,4,JTD60725CB5C91C7F,00507-T-3,Correct
VH000508,CL000508,Dacia,Duster,Duster Active,2019,SUV,Essence,Automatique,90,5,195000,108780.09,5,1230,1461,Noir,5,UU1B4789DD6D913C8,93349|GV|7,Correct
VH000509,CL000509,Mercedes-Benz,GLC,GLC Active,2013,SUV,Hybride,Manuelle,197,10,767200,343218.5,5,1820,1991,Marron,5,WDD2F9BEA34F892F0,71049|KY|5,Bon
VH000510,CL000510,Renault,Megane IV,Megane IV Active,2017,Compacte,Essence,Manuelle,130,7,285000,163303.52,5,1320,1332,Gris,5,VF1F10E7C236793E8,00510-A-1,Bon
VH000511,CL000511,Dacia,Spring,Spring Iconic,2015,Citadine,Électrique,Manuelle,45,2,162750,82400.03,4,970,0,Rouge,5,UU14C0EC731540D14,93632|VT|1,Bon
VH000512,CL000512,Renault,Clio V,Clio V Intens,2014,Citadine,Hybride,Manuelle,90,5,207200,98610.69,5,1150,999,Beige,5,VF1656BD33DD89D13,50407|AC|3,Bon
VH000513,CL000513,Volkswagen,Tiguan,Tiguan Intens,2023,SUV,Hybride,Manuelle,150,8,476000,324380.67,5,1580,1968,Noir,5,WVW78413B7FF3E957,00513-D-7,Correct
VH000514,CL000514,Ford,Focus,Focus Iconic,2022,Compacte,Essence,Manuelle,125,6,275000,197008.06,5,1320,1499,Marron,5,WF0830E9A694D5D48,35415|UX|8,Bon
VH000515,CL000515,Dacia,Sandero,Sandero Business,2017,Citadine,Diesel,Automatique,65,4,125000,71624.35,5,1050,999,Rouge,5,UU19440442E016FF8,73527|VY|5,Correct
VH000516,CL000516,Peugeot,2008,2008 Active,2021,SUV,Essence,Manuelle,110,6,275000,181247.42,5,1200,1199,Bleu,5,VF3718971549B57FA,00516-W-9,Bon
VH000517,CL000517,Renault,Megane IV,Megane IV Active,2014,Compacte,Essence,Manuelle,130,7,285000,135637.29,5,1320,1332,Gris,5,VF15DC066B7991A77,64949|FP|1,Correct
VH000518,CL000518,Audi,A4,A4 Business,2015,Berline,Essence,Manuelle,150,9,485000,245554.63,5,1520,1968,Gris,4,WAUF9189EA7E1562C,65351|LW|1,Bon
VH000519,CL000519,Hyundai,Accent,Accent Active,2018,Berline,Essence,Automatique,100,5,195000,118865.94,5,1100,1368,Beige,4,KMH6A19256C616822,00519-E-8,Excellent
VH000520,CL000520,Renault,Duster,Duster Active,2021,SUV,Essence,Automatique,115,6,245000,161474.97,5,1280,1461,Marron,5,VF1A8CB958B8791ED,18886|LB|6,Bon
VH000521,CL000521,Volkswagen,Polo,Polo Active,2013,Citadine,Hybride,Automatique,95,5,252000,112736.0,5,1100,999,Blanc,5,WVWD550E978A35ACA,78745|XM|9,Correct
VH000522,CL000522,Renault,Duster,Duster Iconic,2013,SUV,Hybride,Automatique,115,6,274400,122756.98,5,1280,1461,Noir,5,VF198BF6488749484,00522-T-8,Bon
VH000523,CL000523,Kia,Seltos,Seltos GT Line,2017,SUV,Essence,Manuelle,120,6,255000,146113.67,5,1280,1497,Noir,5,KNAB84215879D2462,23835|NC|8,Bon
VH000524,CL000524,Citroën,C4,C4 Active,2022,Compacte,Hybride,Automatique,110,6,296800,212625.43,5,1240,1199,Blanc,5,VF7DEF14C1FF6D151,28151|KY|6,Bon
VH000525,CL000525,Mercedes-Benz,Classe C,Classe C Business,2016,Berline,Diesel,Automatique,156,9,565000,304317.54,5,1480,1496,Bleu,4,WDD078BB8C7BB2291,00525-H-9,Bon
VH000526,CL000526,Dacia,Logan,Logan Iconic,2025,Berline,Essence,Manuelle,90,5,135000,118800.0,5,1100,999,Rouge,4,UU1DADCE2BA828FD2,80590|ZB|5,Bon
VH000527,CL000527,Dacia,Duster,Duster Business,2019,SUV,Diesel,Automatique,90,5,195000,108780.09,5,1230,1461,Blanc,5,UU1144EC4114408C0,44756|YV|8,Bon
VH000528,CL000528,Dacia,Spring,Spring GT Line,2020,Citadine,Électrique,Manuelle,45,2,162750,98684.28,4,970,0,Vert,5,UU1C2D3E92F32D0E7,00528-D-9,Usé
VH000529,CL000529,Renault,Megane IV,Megane IV GT Line,2022,Compacte,Hybride,Manuelle,130,7,319200,228672.63,5,1320,1332,Blanc,5,VF118DAA7D3C1D685,64304|PY|2,Correct
VH000530,CL000530,Nissan,Navara,Navara GT Line,2013,Pick-up,Hybride,Manuelle,163,9,431200,192903.83,5,2100,2298,Marron,4,JN1C0BA132D83F6B4,47798|FP|4,Correct
VH000531,CL000531,BMW,Série 3,Série 3 Intens,2022,Berline,Diesel,Automatique,184,10,525000,376106.3,5,1520,1998,Gris,4,WBA873F378E04868A,00531-T-4,Excellent
VH000532,CL000532,Dacia,Duster,Duster GT Line,2020,SUV,Diesel,Automatique,90,5,195000,118239.23,5,1230,1461,Rouge,5,UU1D661F803DFA5E9,70524|HH|1,Bon
VH000533,CL000533,Toyota,RAV4,RAV4 Intens,2022,SUV,Hybride,Automatique,177,8,476000,341003.05,5,1580,2487,Rouge,5,JTD8AF98139318F0B,41469|UU|3,Bon
VH000534,CL000534,Nissan,Qashqai,Qashqai Business,2024,SUV,Essence,Automatique,140,7,325000,251680.0,5,1380,1332,Vert,5,JN138970A47660459,00534-A-5,Bon
VH000535,CL000535,Peugeot,208,208 Active,2018,Citadine,Hybride,Automatique,100,5,240800,146784.2,5,1120,1199,Rouge,5,VF346C8CE9B3901BF,17690|CS|2,Correct
VH000536,CL000536,Ford,Focus,Focus Active,2024,Compacte,Diesel,Automatique,125,6,275000,212960.0,5,1320,1499,Noir,5,WF03C13DFB36504F0,24701|AY|2,Usé
VH000537,CL000537,BMW,Série 1,Série 1 GT Line,2020,Compacte,Diesel,Automatique,140,8,425000,257700.88,5,1380,1995,Bleu,5,WBA72BF5DE3EAE955,00537-E-5,Bon
VH000538,CL000538,Suzuki,Swift,Swift Business,2019,Citadine,Hybride,Automatique,83,4,173600,96842.17,5,950,1197,Gris,5,JS29EABA63408E848,25520|VY|9,Correct
VH000539,CL000539,Dacia,Sandero,Sandero Business,2024,Citadine,Diesel,Manuelle,65,4,125000,96800.0,5,1050,999,Rouge,5,UU1D7F63743825228,11296|XS|2,Correct
VH000540,CL000540,Mercedes-Benz,Classe E,Classe E Business,2020,Berline,Diesel,Manuelle,197,11,725000,439607.38,5,1680,1991,Marron,4,WDD1F922428ECD4D2,00540-T-2,Usé
VH000541,CL000541,Renault,Captur,Captur Business,2016,SUV,Essence,Manuelle,110,6,265000,142733.01,5,1220,999,Gris,5,VF10B129294A1D99D,51334|RN|6,Bon
VH000542,CL000542,Hyundai,Tucson,Tucson Business,2025,SUV,Hybride,Automatique,150,7,386400,340032.0,5,1520,1598,Gris,5,KMH1BC40100E48D64,31151|HR|1,Correct
VH000543,CL000543,Nissan,Qashqai,Qashqai GT Line,2020,SUV,Diesel,Automatique,140,7,325000,197065.38,5,1380,1332,Gris,5,JN11C2377E17A9AF8,00543-T-4,Bon
VH000544,CL000544,Nissan,Qashqai,Qashqai GT Line,2017,SUV,Hybride,Manuelle,140,7,364000,208570.11,5,1380,1332,Rouge,5,JN1D011A4019A5819,72449|DN|2,Correct
VH000545,CL000545,Toyota,RAV4,RAV4 Business,2021,SUV,Hybride,Manuelle,177,8,476000,313722.81,5,1580,2487,Vert,5,JTDC75A2C9A242FF8,90202|GF|7,Bon
VH000546,CL000546,Citroën,C5 Aircross,C5 Aircross GT Line,2015,SUV,Essence,Automatique,130,7,345000,174672.88,5,1480,1199,Gris,5,VF7F109A3AEB9BDA3,00546-A-7,Bon
VH000547,CL000547,Mercedes-Benz,GLC,GLC Intens,2018,SUV,Hybride,Manuelle,197,10,767200,467661.29,5,1820,1991,Gris,5,WDD55EA4D7D648DAD,61156|CC|8,Bon
VH000548,CL000548,Renault,Clio V,Clio V Business,2018,Citadine,Essence,Manuelle,90,5,185000,112770.25,5,1150,999,Vert,5,VF1D420EA08A2D723,55088|KN|6,Correct
VH000549,CL000549,BMW,X3,X3 Active,2022,SUV,Diesel,Manuelle,190,11,625000,447745.6,5,1780,1998,Argent,5,WBA97C4D0115FA936,00549-C-7,Usé
VH000550,CL000550,Audi,Q5,Q5 Business,2015,SUV,Diesel,Manuelle,190,10,625000,316436.38,5,1780,1984,Noir,5,WAU786C9FD618CF95,18748|TE|4,Correct
VH000551,CL000551,Dacia,Sandero,Sandero GT Line,2015,Citadine,Hybride,Automatique,65,4,140000,70881.75,5,1050,999,Vert,5,UU15B22EB9C1A7BC9,11142|RP|5,Bon
VH000552,CL000552,Ford,Fiesta,Fiesta Active,2024,Citadine,Diesel,Automatique,85,5,195000,151008.0,5,1080,998,Vert,5,WF089381356E60465,00552-D-8,Usé
VH000553,CL000553,Hyundai,Tucson,Tucson Iconic,2013,SUV,Essence,Automatique,150,7,345000,154340.96,5,1520,1598,Bleu,5,KMHEBAEE8AA88AD86,61997|WB|7,Bon
VH000554,CL000554,Volkswagen,Tiguan,Tiguan Business,2025,SUV,Hybride,Manuelle,150,8,476000,418880.0,5,1580,1968,Argent,5,WVWFD37FBFADC9E3E,74194|WU|7,Bon
VH000555,CL000555,Ford,Fiesta,Fiesta Active,2021,Citadine,Diesel,Manuelle,85,5,195000,128520.9,5,1080,998,Rouge,5,WF0A9267CB36A3D60,00555-B-6,Bon
VH000556,CL000556,Audi,Q5,Q5 Active,2019,SUV,Essence,Manuelle,190,10,625000,348654.13,5,1780,1984,Vert,5,WAU983E690802D0D3,84763|WF|1,Excellent
VH000557,CL000557,Citroën,C3,C3 Intens,2020,Citadine,Hybride,Automatique,83,5,196000,118845.58,5,1060,1199,Argent,5,VF7DDFAD07BDDA1E6,24523|CR|9,Usé
VH000558,CL000558,Ford,Fiesta,Fiesta Business,2015,Citadine,Hybride,Automatique,85,5,218400,110575.53,5,1080,998,Noir,5,WF041821F0AE3D681,00558-H-7,Correct
VH000559,CL000559,Nissan,Micra,Micra GT Line,2020,Citadine,Diesel,Manuelle,71,4,165000,100048.58,5,980,999,Rouge,5,JN1523379D1EFA1AB,63654|PG|9,Excellent
VH000560,CL000560,Nissan,Qashqai,Qashqai Business,2025,SUV,Diesel,Automatique,140,7,325000,286000.0,5,1380,1332,Marron,5,JN1BE7BCC5527309F,92087|BH|5,Correct
VH000561,CL000561,Dacia,Logan,Logan Intens,2021,Berline,Hybride,Automatique,90,5,151200,99653.13,5,1100,999,Noir,4,UU1348505B9162BA8,00561-A-9,Bon
VH000562,CL000562,Suzuki,Vitara,Vitara GT Line,2020,SUV,Essence,Manuelle,102,6,245000,148556.98,5,1180,1373,Marron,5,JS2DF89CFF2CC1E43,41696|CZ|7,Bon
VH000563,CL000563,Fiat,500,500 Active,2024,Citadine,Essence,Manuelle,70,4,165000,127776.0,4,960,999,Bleu,3,ZFADFB6CF86276E5C,74425|HT|7,Correct
VH000564,CL000564,BMW,Série 3,Série 3 Intens,2017,Berline,Diesel,Automatique,184,10,525000,300822.27,5,1520,1998,Marron,4,WBAA4B69EFDE1812B,00564-W-3,Usé
VH000565,CL000565,Kia,Rio,Rio Active,2020,Citadine,Diesel,Manuelle,100,5,185000,112175.68,5,1080,998,Marron,5,KNACE5BC1D5DFA279,68718|UT|7,Excellent
VH000566,CL000566,Hyundai,Creta,Creta Intens,2016,SUV,Diesel,Manuelle,120,6,265000,142733.01,5,1250,1497,Vert,5,KMH84ABDB95986A42,32192|YE|4,Bon
VH000567,CL000567,Kia,Sportage,Sportage GT Line,2018,SUV,Hybride,Manuelle,150,7,375200,228710.27,5,1480,1598,Beige,5,KNA5C2ADD47F8D978,00567-B-1,Bon
VH000568,CL000568,Fiat,Tipo,Tipo Active,2023,Berline,Diesel,Automatique,95,5,195000,132887.04,5,1180,1368,Vert,4,ZFA1518F7E22F592D,65654|BM|9,Excellent
VH000569,CL000569,Peugeot,3008,3008 GT Line,2022,SUV,Hybride,Automatique,130,7,431200,308908.64,5,1420,1199,Vert,5,VF3FCEB425028EDAE,54323|SX|1,Correct
VH000570,CL000570,Mercedes-Benz,Classe C,Classe C Iconic,2017,Berline,Diesel,Automatique,156,9,565000,323742.06,5,1480,1496,Beige,4,WDD4DDDB3096C5920,00570-E-6,Bon
VH000571,CL000571,Peugeot,208,208 GT Line,2021,Citadine,Essence,Manuelle,100,5,215000,141702.53,5,1120,1199,Noir,5,VF345B088E34AC710,89760|YZ|1,Bon
VH000572,CL000572,Ford,Fiesta,Fiesta Active,2023,Citadine,Essence,Manuelle,85,5,195000,132887.04,5,1080,998,Gris,5,WF0792B01ACD1261A,36254|RC|3,Excellent
VH000573,CL000573,Ford,Fiesta,Fiesta Business,2017,Citadine,Hybride,Manuelle,85,5,218400,125142.06,5,1080,998,Argent,5,WF05FE30A03EBFCA3,00573-W-4,Excellent
VH000574,CL000574,Mercedes-Benz,Classe E,Classe E Intens,2018,Berline,Essence,Manuelle,197,11,725000,441937.48,5,1680,1991,Vert,4,WDD6CCD8B24CFAA07,61726|AZ|6,Correct
