ClientID,Pack1,Score1,Pack2,Score2,Pack3,Score3,PrixEstime,Justification
CL000822,Gold,59.0,Gold+,58.5,Business,58.5,17431.9,L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack Gold est recommandé en priorité.
CL000823,Premium,66.9,Silver,66.8,Gold+,66.8,17890.61,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000824,Eco,62.9,Eco+,59.2,Bronze,57.7,10593.08,Le pack Eco est recommandé en priorité.
CL000825,Premium,99.0,Business,99.0,VIP,99.0,11608.15,Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le pack Premium est recommandé en priorité.
CL000826,Eco+,67.7,Silver,66.8,Bronze,66.6,2955.43,Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000827,Eco+,72.3,Gold,68.0,Eco,67.9,15653.26,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le pack Eco+ est recommandé en priorité.
CL000828,Gold,54.6,Business,53.9,Premium,53.2,29331.24,Le conducteur roule beaucoup. Le pack Gold est recommandé en priorité.
CL000829,Eco+,62.8,Eco,62.5,VIP,55.3,5303.24,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le pack Eco+ est recommandé en priorité.
CL000830,Eco+,67.2,Eco,65.2,Bronze,52.8,3131.05,Le conducteur roule beaucoup. Le pack Eco+ est recommandé en priorité.
CL000831,VIP,42.9,Gold+,41.0,Silver+,40.6,27589.94,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack VIP est recommandé en priorité.
CL000832,Premium,99.0,Business,99.0,VIP,99.0,17279.78,Le bonus est excellent. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000833,Gold+,87.6,Premium,86.4,VIP,84.6,10561.75,Le véhicule possède une forte valeur. Le bonus est excellent. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000834,Eco,84.7,Eco+,84.3,Bronze,82.6,1530.46,Le bonus est excellent. Le pack Eco est recommandé en priorité.
CL000835,Eco,67.1,Bronze,66.9,Eco+,66.1,4911.55,Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000836,Business,81.7,VIP,79.1,Premium,77.4,24900.14,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000837,Gold+,99.0,Premium,99.0,Business,99.0,23158.68,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol.
CL000838,Gold,89.4,Gold+,87.7,Silver+,74.0,12949.02,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Gold est recommandé en priorité.
CL000839,Eco,87.0,Eco+,85.5,Bronze,68.0,4578.44,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000840,Eco+,65.0,Bronze,62.5,Eco,62.4,3642.73,Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000841,Business,89.6,Premium,87.2,Gold+,84.3,29048.11,Le conducteur roule beaucoup. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000842,Gold,89.4,Gold+,87.2,Premium,87.0,17931.05,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Gold est recommandé en priorité.
CL000843,Bronze,84.8,Eco+,82.9,Eco,82.7,5648.54,Le conducteur roule beaucoup. Le pack Bronze est recommandé en priorité.
CL000844,Bronze,66.4,Eco,65.1,Eco+,62.6,5027.8,Le bonus est excellent. Le pack Bronze est recommandé en priorité.
CL000845,Bronze,67.3,Eco+,67.2,Eco,64.2,6379.87,Le stationnement en garage fermé réduit le risque vol. Le pack Bronze est recommandé en priorité.
CL000846,VIP,89.2,Business,88.5,Premium,87.3,19947.62,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack VIP est recommandé en priorité.
CL000847,Eco+,66.7,Bronze,65.9,Eco,62.9,2581.33,Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000848,Eco,52.9,Eco+,48.5,Silver+,45.8,5673.72,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000849,Premium,99.0,Business,99.0,VIP,99.0,41020.8,L'historique de sinistres nécessite une couverture renforcée. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000850,Premium,67.7,Eco+,66.6,Eco,66.1,12688.17,Le pack Premium est recommandé en priorité.
CL000851,Eco,66.2,Gold,54.9,VIP,54.4,10540.21,Le conducteur roule beaucoup. Le pack Eco est recommandé en priorité.
CL000852,Gold,59.4,Premium,58.9,Gold+,58.8,27494.35,L'historique de sinistres nécessite une couverture renforcée. Le pack Gold est recommandé en priorité.
CL000853,Gold+,93.1,Gold,90.5,Business,79.6,16265.21,L'historique de sinistres nécessite une couverture renforcée. Le pack Gold+ est recommandé en priorité.
CL000854,Business,72.3,VIP,72.0,Premium,71.9,15463.6,Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000855,Premium,87.1,Business,86.9,Gold,85.7,5983.67,Le conducteur roule beaucoup. Le bonus est excellent. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000856,Eco,76.8,Eco+,74.3,Bronze,61.1,3803.65,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000857,Business,77.9,Premium,75.7,Gold,67.9,14938.98,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000858,Eco,67.0,Eco+,65.2,Bronze,47.5,6054.86,Le pack Eco est recommandé en priorité.
CL000859,Business,92.5,Premium,89.7,VIP,87.1,10863.94,L'usage professionnel requiert des garanties adaptées. Le pack Business est recommandé en priorité.
CL000860,Eco+,84.1,Eco,83.2,Bronze,82.4,3950.9,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000861,Silver+,68.0,Eco,67.8,Gold+,67.0,6488.6,Le stationnement en garage fermé réduit le risque vol. Le pack Silver+ est recommandé en priorité.
CL000862,Premium,99.0,Business,99.0,VIP,99.0,44671.84,L'historique de sinistres nécessite une couverture renforcée. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000863,Gold+,99.0,Premium,99.0,Business,99.0,13400.82,Le conducteur roule beaucoup. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000864,Silver,54.3,Gold+,47.7,Business,44.0,14254.31,Le stationnement en garage fermé réduit le risque vol. Le pack Silver est recommandé en priorité.
CL000865,Business,91.7,Premium,90.4,VIP,90.4,73765.98,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000866,Gold,67.8,Gold+,67.1,Bronze,66.9,8206.02,Le bonus est excellent. Le pack Gold est recommandé en priorité.
CL000867,Premium,97.7,Business,95.9,VIP,94.0,48640.97,L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000868,Bronze,94.8,Eco,94.0,Eco+,92.1,8000.99,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Bronze est recommandé en priorité.
CL000869,Gold,94.1,Eco,86.6,Eco+,85.8,12774.98,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Gold est recommandé en priorité.
CL000870,Gold+,68.0,Premium,67.7,Business,66.7,38221.73,Le conducteur roule beaucoup. Le pack Gold+ est recommandé en priorité.
CL000871,Gold+,93.4,Silver,81.2,Gold,77.5,10159.33,Le véhicule possède une forte valeur. Le bonus est excellent. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000872,Eco+,64.6,Eco,63.7,Bronze,52.4,4825.47,Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000873,Bronze,77.9,Eco+,77.5,Silver,76.4,7012.55,Le stationnement en garage fermé réduit le risque vol. Le pack Bronze est recommandé en priorité.
CL000874,Gold+,77.3,Silver+,76.1,Gold,73.0,4932.41,Le bonus est excellent. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000875,VIP,89.2,Business,89.1,Premium,89.0,22389.63,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack VIP est recommandé en priorité.
CL000876,Business,73.2,Gold+,72.2,Premium,72.0,45011.16,L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000877,Silver,63.7,Eco+,63.4,Bronze,63.2,6896.62,Le stationnement en garage fermé réduit le risque vol. Le pack Silver est recommandé en priorité.
CL000878,VIP,54.3,Gold,53.9,Gold+,52.1,33121.64,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack VIP est recommandé en priorité.
CL000879,Gold,77.9,Silver+,76.0,Business,75.7,6122.61,Le bonus est excellent. Le pack Gold est recommandé en priorité.
CL000880,Gold,99.0,Silver+,98.1,Business,87.5,7570.0,Le conducteur roule beaucoup. Le bonus est excellent. Le stationnement en garage fermé réduit le risque vol. Le pack Gold est recommandé en priorité.
CL000881,Eco,86.7,Eco+,84.7,Bronze,67.7,5462.34,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000882,Silver+,90.9,Premium,89.3,Gold+,88.6,4584.26,Le bonus est excellent. Le stationnement en garage fermé réduit le risque vol. Le pack Silver+ est recommandé en priorité.
CL000883,Business,43.6,Eco+,42.3,Gold+,42.1,26873.04,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000884,Eco,87.0,Bronze,86.1,Eco+,85.6,3694.17,Le pack Eco est recommandé en priorité.
CL000885,Business,94.8,Premium,93.6,VIP,90.9,46090.83,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000886,Gold+,91.5,Gold,91.1,Premium,79.0,25514.08,L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000887,Eco,87.5,Eco+,86.4,Bronze,83.8,5200.27,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000888,Eco,87.2,Eco+,85.0,Bronze,84.9,5864.41,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000889,Premium,99.0,Business,99.0,VIP,99.0,87043.45,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000890,Gold,58.2,Business,57.7,Gold+,57.5,20486.08,L'historique de sinistres nécessite une couverture renforcée. Le pack Gold est recommandé en priorité.
CL000891,Eco,96.5,Bronze,96.2,Eco+,95.0,4495.71,L'usage professionnel requiert des garanties adaptées. Le pack Eco est recommandé en priorité.
CL000892,Premium,88.7,Gold+,88.4,Gold,85.6,18922.71,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000893,Gold,68.6,Eco,67.7,Business,67.5,30043.51,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack Gold est recommandé en priorité.
CL000894,Eco+,67.3,Eco,64.7,Bronze,52.4,7860.95,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le pack Eco+ est recommandé en priorité.
CL000895,Premium,65.6,Gold+,65.3,VIP,64.9,19134.09,La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000896,Eco,67.8,Eco+,62.4,Silver,52.9,4665.1,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000897,Premium,92.8,Business,92.4,VIP,74.2,15131.07,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000898,Eco,66.3,Eco+,65.4,Silver,52.3,4224.15,Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000899,Premium,94.6,Business,94.6,VIP,90.0,97103.75,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000900,Premium,97.1,Business,96.7,Gold+,95.1,23574.31,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. Le bonus est excellent. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol.
CL000901,VIP,89.1,Business,87.8,Gold+,87.5,28133.79,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack VIP est recommandé en priorité.
CL000902,Eco,97.2,Eco+,96.7,Bronze,78.1,4170.8,Le pack Eco est recommandé en priorité.
CL000903,Eco+,87.6,Bronze,86.4,Eco,84.8,3224.28,Le bonus est excellent. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000904,Silver,77.1,Eco+,76.0,Bronze,75.6,11254.95,Le bonus est excellent. La marque premium justifie une protection étendue. Le pack Silver est recommandé en priorité.
CL000905,Eco+,72.4,Eco,67.9,Business,67.9,6956.14,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le pack Eco+ est recommandé en priorité.
CL000906,Gold,54.9,Gold+,53.1,Premium,52.5,21870.09,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Gold est recommandé en priorité.
CL000907,Premium,76.6,Gold+,75.0,Silver+,74.3,12575.14,Le bonus est excellent. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000908,Gold+,99.0,Business,94.5,Premium,93.2,27322.04,Le véhicule possède une forte valeur. L'historique de sinistres nécessite une couverture renforcée. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol.
CL000909,Eco+,64.8,Bronze,64.2,Eco,63.9,4897.01,L'usage professionnel requiert des garanties adaptées. Le pack Eco+ est recommandé en priorité.
CL000910,Gold+,59.7,Premium,56.2,Business,56.0,30347.54,L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000911,Eco+,96.7,Bronze,94.6,Eco,94.0,2500.73,Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000912,Premium,93.1,VIP,92.4,Gold+,91.9,50954.06,L'historique de sinistres nécessite une couverture renforcée. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000913,Silver,88.0,Gold,83.0,Gold+,81.0,9792.22,Le stationnement en garage fermé réduit le risque vol. Le pack Silver est recommandé en priorité.
CL000914,Business,97.7,VIP,97.7,Premium,97.4,7334.22,Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000915,Gold,68.2,Gold+,66.9,Premium,66.1,28400.5,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack Gold est recommandé en priorité.
CL000916,Business,78.9,Premium,75.3,VIP,74.6,47756.7,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le pack Business est recommandé en priorité.
CL000917,Gold,89.7,Gold+,87.0,Eco+,86.4,27160.31,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. Le pack Gold est recommandé en priorité.
CL000918,Eco+,84.5,Eco,84.0,Bronze,82.3,2683.99,Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000919,Business,94.9,Premium,93.9,Gold,93.4,26337.0,L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000920,Premium,77.8,VIP,74.3,Business,73.4,19094.36,Le véhicule possède une forte valeur. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000921,Gold+,99.0,Premium,99.0,Business,99.0,80976.61,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol.
CL000922,Business,76.7,Gold+,73.9,VIP,73.9,19666.75,Le véhicule possède une forte valeur. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000923,Business,70.0,Gold,69.2,Premium,68.7,29268.88,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000924,VIP,69.0,Premium,67.9,Gold+,67.8,60194.89,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack VIP est recommandé en priorité.
CL000925,Gold+,54.8,Premium,53.8,Gold,51.7,30303.99,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000926,Gold,67.6,Gold+,67.3,VIP,66.7,43950.58,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le pack Gold est recommandé en priorité.
CL000927,Premium,68.0,Gold,65.7,Business,65.7,17157.35,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. Le pack Premium est recommandé en priorité.
CL000928,Bronze,65.1,Eco+,64.9,Eco,64.8,6102.87,Le pack Bronze est recommandé en priorité.
CL000929,VIP,81.0,Premium,80.0,Business,77.8,28307.93,Le conducteur roule beaucoup. Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le pack VIP est recommandé en priorité.
CL000930,Gold+,99.0,Business,93.3,Premium,92.9,15100.35,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000931,Eco,84.9,Eco+,83.5,Bronze,83.4,3021.77,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000932,Premium,82.6,VIP,82.5,Gold,82.0,32144.21,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000933,Eco,71.6,Eco+,67.9,Business,59.9,7211.44,L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000934,Business,57.6,Premium,57.3,VIP,54.9,24909.54,Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le pack Business est recommandé en priorité.
CL000935,Premium,82.6,Business,82.0,VIP,82.0,26446.7,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000936,Silver,90.1,Gold,86.8,Gold+,85.9,23229.97,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Silver est recommandé en priorité.
CL000937,Gold+,99.0,Premium,99.0,Business,99.0,94379.29,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées.
CL000938,Business,78.4,Premium,77.3,Gold,75.4,18898.1,Le stationnement en garage fermé réduit le risque vol. Le pack Business est recommandé en priorité.
CL000939,Bronze,97.6,Eco+,94.0,Eco,92.1,4615.2,Le bonus est excellent. Le stationnement en garage fermé réduit le risque vol. Le pack Bronze est recommandé en priorité.
CL000940,Premium,73.1,Bronze,68.0,Eco,67.2,13327.85,L'usage professionnel requiert des garanties adaptées. Le pack Premium est recommandé en priorité.
CL000941,Bronze,66.2,Eco,65.7,Eco+,65.1,8887.55,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Bronze est recommandé en priorité.
CL000942,Eco+,49.1,Eco,47.3,Premium,45.0,7002.94,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000943,Gold+,99.0,Premium,99.0,Business,99.0,57158.08,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées.
CL000944,Premium,96.7,Business,96.6,VIP,96.4,147503.67,L'historique de sinistres nécessite une couverture renforcée. L'usage professionnel requiert des garanties adaptées. Le pack Premium est recommandé en priorité.
CL000945,Eco,87.5,Eco+,71.0,VIP,59.2,7272.41,L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000946,Eco,74.8,Eco+,72.3,Bronze,60.8,6981.07,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000947,Premium,99.0,Business,99.0,VIP,99.0,7544.86,Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le pack Premium est recommandé en priorité.
CL000948,Bronze,88.0,Eco+,86.8,Eco,82.7,4213.85,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Bronze est recommandé en priorité.
CL000949,Business,99.0,VIP,99.0,Premium,98.8,24441.8,Le véhicule possède une forte valeur. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées. Le pack Business est recommandé en priorité.
CL000950,Bronze,87.4,Eco,86.5,Eco+,82.3,7908.38,Le conducteur roule beaucoup. Le pack Bronze est recommandé en priorité.
CL000951,Silver+,73.8,Silver,67.2,Eco+,66.0,7851.05,Le conducteur roule beaucoup. Le bonus est excellent. Le stationnement en garage fermé réduit le risque vol. Le pack Silver+ est recommandé en priorité.
CL000952,Eco,67.7,Eco+,65.1,Bronze,64.7,3655.75,Le conducteur roule beaucoup. Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000953,Silver,67.3,Gold+,67.3,Business,67.3,4891.55,Le stationnement en garage fermé réduit le risque vol. Le pack Silver est recommandé en priorité.
CL000954,Eco,95.2,Eco+,80.1,Bronze,57.1,9384.19,Le conducteur roule beaucoup. Le pack Eco est recommandé en priorité.
CL000955,Bronze,52.0,Eco,50.5,Eco+,50.3,9010.86,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Bronze est recommandé en priorité.
CL000956,Eco,67.6,Premium,59.6,VIP,58.9,5899.88,L'historique de sinistres nécessite une couverture renforcée. Le pack Eco est recommandé en priorité.
CL000957,Gold+,87.5,Silver,87.2,Premium,83.7,10738.61,La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Gold+ est recommandé en priorité.
CL000958,Gold,63.3,Gold+,62.1,VIP,60.3,22628.84,Le conducteur roule beaucoup. Le bonus est excellent. Le pack Gold est recommandé en priorité.
CL000959,Eco,67.6,Business,66.7,Premium,66.2,3436.65,Le véhicule possède une forte valeur. La marque premium justifie une protection étendue. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000960,Eco,67.0,VIP,57.1,Premium,56.9,5753.53,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000961,Eco,73.0,Eco+,70.1,Bronze,49.6,3959.76,Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000962,Eco,93.1,Bronze,81.4,Eco+,78.4,4357.17,Le stationnement en garage fermé réduit le risque vol. Le pack Eco est recommandé en priorité.
CL000963,Premium,81.0,Silver+,79.7,Gold+,78.3,10538.43,Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000964,Bronze,77.3,Eco,77.2,Eco+,72.4,9866.87,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Bronze est recommandé en priorité.
CL000965,Premium,86.7,Silver+,86.4,VIP,86.0,8075.81,Le conducteur roule beaucoup. Le bonus est excellent. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000966,Premium,76.9,Silver+,75.5,Gold+,73.4,8702.98,Le bonus est excellent. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Premium est recommandé en priorité.
CL000967,VIP,77.1,Premium,75.9,Gold+,73.6,42869.61,Le véhicule possède une forte valeur. Le conducteur roule beaucoup. La marque premium justifie une protection étendue. L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol.
CL000968,Premium,94.0,VIP,92.5,Business,92.3,43719.03,Le conducteur roule beaucoup. L'usage professionnel requiert des garanties adaptées. Le pack Premium est recommandé en priorité.
CL000969,Eco,79.2,Eco+,77.8,Bronze,61.8,8312.08,Le pack Eco est recommandé en priorité.
CL000970,Bronze,65.1,Eco,64.0,Eco+,63.3,6095.04,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Bronze est recommandé en priorité.
CL000971,Gold,84.7,Business,84.4,VIP,83.7,34159.57,Le conducteur roule beaucoup. L'historique de sinistres nécessite une couverture renforcée. Le stationnement en garage fermé réduit le risque vol. Le pack Gold est recommandé en priorité.
CL000972,Eco+,68.0,Eco,67.7,Silver,65.3,3433.75,Le conducteur roule beaucoup. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
CL000973,Eco+,68.0,Silver+,67.7,Silver,67.0,4298.08,L'usage professionnel requiert des garanties adaptées. Le stationnement en garage fermé réduit le risque vol. Le pack Eco+ est recommandé en priorité.
