FAQID,Question,Categorie,Reponse,Tags,Priorite
FAQ00800,Comment déclarer un sinistre ? (variante 800),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00800.,"Déclaration sinistre,assurance auto,Maroc",4
FAQ00801,Quel est le délai de déclaration d'un sinistre ? (variante 801),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00801.","Délais,assurance auto,Maroc",5
FAQ00802,Comment fonctionne le bonus-malus ? (variante 802),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00802.","Bonus Malus,assurance auto,Maroc",2
FAQ00803,Puis-je assurer une voiture neuve ? (variante 803),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00803.","Souscription,assurance auto,Maroc",2
FAQ00804,Quelle franchise choisir ? (variante 804),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00804.,"Franchise,assurance auto,Maroc",3
FAQ00805,Comment résilier mon contrat ? (variante 805),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00805.,"Résiliation,assurance auto,Maroc",5
FAQ00806,Le vol est-il couvert ? (variante 806),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00806.","Garanties,assurance auto,Maroc",1
FAQ00807,Quels documents pour souscrire ? (variante 807),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00807.","Souscription,assurance auto,Maroc",5
FAQ00808,Puis-je payer mensuellement ? (variante 808),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00808.","Paiement,assurance auto,Maroc",5
FAQ00809,Comment contester un refus d'indemnisation ? (variante 809),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00809.,"Réclamations,assurance auto,Maroc",1
FAQ00810,Comment déclarer un sinistre ? (variante 810),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00810.,"Déclaration sinistre,assurance auto,Maroc",3
FAQ00811,Quel est le délai de déclaration d'un sinistre ? (variante 811),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00811.","Délais,assurance auto,Maroc",5
FAQ00812,Comment fonctionne le bonus-malus ? (variante 812),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00812.","Bonus Malus,assurance auto,Maroc",2
FAQ00813,Puis-je assurer une voiture neuve ? (variante 813),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00813.","Souscription,assurance auto,Maroc",3
FAQ00814,Quelle franchise choisir ? (variante 814),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00814.,"Franchise,assurance auto,Maroc",3
FAQ00815,Comment résilier mon contrat ? (variante 815),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00815.,"Résiliation,assurance auto,Maroc",2
FAQ00816,Le vol est-il couvert ? (variante 816),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00816.","Garanties,assurance auto,Maroc",1
FAQ00817,Quels documents pour souscrire ? (variante 817),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00817.","Souscription,assurance auto,Maroc",3
FAQ00818,Puis-je payer mensuellement ? (variante 818),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00818.","Paiement,assurance auto,Maroc",2
FAQ00819,Comment contester un refus d'indemnisation ? (variante 819),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00819.,"Réclamations,assurance auto,Maroc",5
FAQ00820,Comment déclarer un sinistre ? (variante 820),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00820.,"Déclaration sinistre,assurance auto,Maroc",4
FAQ00821,Quel est le délai de déclaration d'un sinistre ? (variante 821),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00821.","Délais,assurance auto,Maroc",3
FAQ00822,Comment fonctionne le bonus-malus ? (variante 822),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00822.","Bonus Malus,assurance auto,Maroc",3
FAQ00823,Puis-je assurer une voiture neuve ? (variante 823),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00823.","Souscription,assurance auto,Maroc",3
FAQ00824,Quelle franchise choisir ? (variante 824),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00824.,"Franchise,assurance auto,Maroc",2
FAQ00825,Comment résilier mon contrat ? (variante 825),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00825.,"Résiliation,assurance auto,Maroc",5
FAQ00826,Le vol est-il couvert ? (variante 826),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00826.","Garanties,assurance auto,Maroc",3
FAQ00827,Quels documents pour souscrire ? (variante 827),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00827.","Souscription,assurance auto,Maroc",2
FAQ00828,Puis-je payer mensuellement ? (variante 828),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00828.","Paiement,assurance auto,Maroc",1
FAQ00829,Comment contester un refus d'indemnisation ? (variante 829),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00829.,"Réclamations,assurance auto,Maroc",4
FAQ00830,Comment déclarer un sinistre ? (variante 830),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00830.,"Déclaration sinistre,assurance auto,Maroc",2
FAQ00831,Quel est le délai de déclaration d'un sinistre ? (variante 831),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00831.","Délais,assurance auto,Maroc",5
FAQ00832,Comment fonctionne le bonus-malus ? (variante 832),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00832.","Bonus Malus,assurance auto,Maroc",3
FAQ00833,Puis-je assurer une voiture neuve ? (variante 833),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00833.","Souscription,assurance auto,Maroc",3
FAQ00834,Quelle franchise choisir ? (variante 834),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00834.,"Franchise,assurance auto,Maroc",3
FAQ00835,Comment résilier mon contrat ? (variante 835),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00835.,"Résiliation,assurance auto,Maroc",2
FAQ00836,Le vol est-il couvert ? (variante 836),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00836.","Garanties,assurance auto,Maroc",3
FAQ00837,Quels documents pour souscrire ? (variante 837),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00837.","Souscription,assurance auto,Maroc",5
FAQ00838,Puis-je payer mensuellement ? (variante 838),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00838.","Paiement,assurance auto,Maroc",1
FAQ00839,Comment contester un refus d'indemnisation ? (variante 839),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00839.,"Réclamations,assurance auto,Maroc",5
FAQ00840,Comment déclarer un sinistre ? (variante 840),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00840.,"Déclaration sinistre,assurance auto,Maroc",3
FAQ00841,Quel est le délai de déclaration d'un sinistre ? (variante 841),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00841.","Délais,assurance auto,Maroc",1
FAQ00842,Comment fonctionne le bonus-malus ? (variante 842),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00842.","Bonus Malus,assurance auto,Maroc",3
FAQ00843,Puis-je assurer une voiture neuve ? (variante 843),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00843.","Souscription,assurance auto,Maroc",3
FAQ00844,Quelle franchise choisir ? (variante 844),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00844.,"Franchise,assurance auto,Maroc",1
FAQ00845,Comment résilier mon contrat ? (variante 845),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00845.,"Résiliation,assurance auto,Maroc",2
FAQ00846,Le vol est-il couvert ? (variante 846),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00846.","Garanties,assurance auto,Maroc",5
FAQ00847,Quels documents pour souscrire ? (variante 847),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00847.","Souscription,assurance auto,Maroc",4
FAQ00848,Puis-je payer mensuellement ? (variante 848),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00848.","Paiement,assurance auto,Maroc",5
FAQ00849,Comment contester un refus d'indemnisation ? (variante 849),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00849.,"Réclamations,assurance auto,Maroc",3
FAQ00850,Comment déclarer un sinistre ? (variante 850),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00850.,"Déclaration sinistre,assurance auto,Maroc",3
FAQ00851,Quel est le délai de déclaration d'un sinistre ? (variante 851),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00851.","Délais,assurance auto,Maroc",1
FAQ00852,Comment fonctionne le bonus-malus ? (variante 852),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00852.","Bonus Malus,assurance auto,Maroc",1
FAQ00853,Puis-je assurer une voiture neuve ? (variante 853),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00853.","Souscription,assurance auto,Maroc",3
FAQ00854,Quelle franchise choisir ? (variante 854),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00854.,"Franchise,assurance auto,Maroc",4
FAQ00855,Comment résilier mon contrat ? (variante 855),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00855.,"Résiliation,assurance auto,Maroc",1
FAQ00856,Le vol est-il couvert ? (variante 856),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00856.","Garanties,assurance auto,Maroc",3
FAQ00857,Quels documents pour souscrire ? (variante 857),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00857.","Souscription,assurance auto,Maroc",4
FAQ00858,Puis-je payer mensuellement ? (variante 858),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00858.","Paiement,assurance auto,Maroc",5
FAQ00859,Comment contester un refus d'indemnisation ? (variante 859),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00859.,"Réclamations,assurance auto,Maroc",4
FAQ00860,Comment déclarer un sinistre ? (variante 860),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00860.,"Déclaration sinistre,assurance auto,Maroc",3
FAQ00861,Quel est le délai de déclaration d'un sinistre ? (variante 861),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00861.","Délais,assurance auto,Maroc",2
FAQ00862,Comment fonctionne le bonus-malus ? (variante 862),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00862.","Bonus Malus,assurance auto,Maroc",3
FAQ00863,Puis-je assurer une voiture neuve ? (variante 863),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00863.","Souscription,assurance auto,Maroc",2
FAQ00864,Quelle franchise choisir ? (variante 864),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00864.,"Franchise,assurance auto,Maroc",5
FAQ00865,Comment résilier mon contrat ? (variante 865),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00865.,"Résiliation,assurance auto,Maroc",2
FAQ00866,Le vol est-il couvert ? (variante 866),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00866.","Garanties,assurance auto,Maroc",1
FAQ00867,Quels documents pour souscrire ? (variante 867),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00867.","Souscription,assurance auto,Maroc",3
FAQ00868,Puis-je payer mensuellement ? (variante 868),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00868.","Paiement,assurance auto,Maroc",5
FAQ00869,Comment contester un refus d'indemnisation ? (variante 869),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00869.,"Réclamations,assurance auto,Maroc",4
FAQ00870,Comment déclarer un sinistre ? (variante 870),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00870.,"Déclaration sinistre,assurance auto,Maroc",1
FAQ00871,Quel est le délai de déclaration d'un sinistre ? (variante 871),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00871.","Délais,assurance auto,Maroc",1
FAQ00872,Comment fonctionne le bonus-malus ? (variante 872),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00872.","Bonus Malus,assurance auto,Maroc",2
FAQ00873,Puis-je assurer une voiture neuve ? (variante 873),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00873.","Souscription,assurance auto,Maroc",3
FAQ00874,Quelle franchise choisir ? (variante 874),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00874.,"Franchise,assurance auto,Maroc",4
FAQ00875,Comment résilier mon contrat ? (variante 875),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00875.,"Résiliation,assurance auto,Maroc",2
FAQ00876,Le vol est-il couvert ? (variante 876),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00876.","Garanties,assurance auto,Maroc",5
FAQ00877,Quels documents pour souscrire ? (variante 877),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00877.","Souscription,assurance auto,Maroc",2
FAQ00878,Puis-je payer mensuellement ? (variante 878),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00878.","Paiement,assurance auto,Maroc",4
FAQ00879,Comment contester un refus d'indemnisation ? (variante 879),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00879.,"Réclamations,assurance auto,Maroc",2
FAQ00880,Comment déclarer un sinistre ? (variante 880),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00880.,"Déclaration sinistre,assurance auto,Maroc",3
FAQ00881,Quel est le délai de déclaration d'un sinistre ? (variante 881),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00881.","Délais,assurance auto,Maroc",4
FAQ00882,Comment fonctionne le bonus-malus ? (variante 882),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00882.","Bonus Malus,assurance auto,Maroc",5
FAQ00883,Puis-je assurer une voiture neuve ? (variante 883),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00883.","Souscription,assurance auto,Maroc",3
FAQ00884,Quelle franchise choisir ? (variante 884),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00884.,"Franchise,assurance auto,Maroc",2
FAQ00885,Comment résilier mon contrat ? (variante 885),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00885.,"Résiliation,assurance auto,Maroc",4
FAQ00886,Le vol est-il couvert ? (variante 886),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00886.","Garanties,assurance auto,Maroc",4
FAQ00887,Quels documents pour souscrire ? (variante 887),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00887.","Souscription,assurance auto,Maroc",5
FAQ00888,Puis-je payer mensuellement ? (variante 888),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00888.","Paiement,assurance auto,Maroc",2
FAQ00889,Comment contester un refus d'indemnisation ? (variante 889),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00889.,"Réclamations,assurance auto,Maroc",4
FAQ00890,Comment déclarer un sinistre ? (variante 890),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00890.,"Déclaration sinistre,assurance auto,Maroc",5
FAQ00891,Quel est le délai de déclaration d'un sinistre ? (variante 891),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00891.","Délais,assurance auto,Maroc",1
FAQ00892,Comment fonctionne le bonus-malus ? (variante 892),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00892.","Bonus Malus,assurance auto,Maroc",1
FAQ00893,Puis-je assurer une voiture neuve ? (variante 893),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00893.","Souscription,assurance auto,Maroc",4
FAQ00894,Quelle franchise choisir ? (variante 894),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00894.,"Franchise,assurance auto,Maroc",3
FAQ00895,Comment résilier mon contrat ? (variante 895),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00895.,"Résiliation,assurance auto,Maroc",5
FAQ00896,Le vol est-il couvert ? (variante 896),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00896.","Garanties,assurance auto,Maroc",3
FAQ00897,Quels documents pour souscrire ? (variante 897),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00897.","Souscription,assurance auto,Maroc",3
FAQ00898,Puis-je payer mensuellement ? (variante 898),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00898.","Paiement,assurance auto,Maroc",3
FAQ00899,Comment contester un refus d'indemnisation ? (variante 899),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00899.,"Réclamations,assurance auto,Maroc",5
FAQ00900,Comment déclarer un sinistre ? (variante 900),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00900.,"Déclaration sinistre,assurance auto,Maroc",3
FAQ00901,Quel est le délai de déclaration d'un sinistre ? (variante 901),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00901.","Délais,assurance auto,Maroc",5
FAQ00902,Comment fonctionne le bonus-malus ? (variante 902),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00902.","Bonus Malus,assurance auto,Maroc",3
FAQ00903,Puis-je assurer une voiture neuve ? (variante 903),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00903.","Souscription,assurance auto,Maroc",3
FAQ00904,Quelle franchise choisir ? (variante 904),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00904.,"Franchise,assurance auto,Maroc",5
FAQ00905,Comment résilier mon contrat ? (variante 905),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00905.,"Résiliation,assurance auto,Maroc",1
FAQ00906,Le vol est-il couvert ? (variante 906),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00906.","Garanties,assurance auto,Maroc",4
FAQ00907,Quels documents pour souscrire ? (variante 907),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00907.","Souscription,assurance auto,Maroc",5
FAQ00908,Puis-je payer mensuellement ? (variante 908),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00908.","Paiement,assurance auto,Maroc",3
FAQ00909,Comment contester un refus d'indemnisation ? (variante 909),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00909.,"Réclamations,assurance auto,Maroc",3
FAQ00910,Comment déclarer un sinistre ? (variante 910),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00910.,"Déclaration sinistre,assurance auto,Maroc",4
FAQ00911,Quel est le délai de déclaration d'un sinistre ? (variante 911),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00911.","Délais,assurance auto,Maroc",2
FAQ00912,Comment fonctionne le bonus-malus ? (variante 912),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00912.","Bonus Malus,assurance auto,Maroc",2
FAQ00913,Puis-je assurer une voiture neuve ? (variante 913),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00913.","Souscription,assurance auto,Maroc",2
FAQ00914,Quelle franchise choisir ? (variante 914),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00914.,"Franchise,assurance auto,Maroc",5
FAQ00915,Comment résilier mon contrat ? (variante 915),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00915.,"Résiliation,assurance auto,Maroc",5
FAQ00916,Le vol est-il couvert ? (variante 916),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00916.","Garanties,assurance auto,Maroc",4
FAQ00917,Quels documents pour souscrire ? (variante 917),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00917.","Souscription,assurance auto,Maroc",2
FAQ00918,Puis-je payer mensuellement ? (variante 918),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00918.","Paiement,assurance auto,Maroc",2
FAQ00919,Comment contester un refus d'indemnisation ? (variante 919),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00919.,"Réclamations,assurance auto,Maroc",3
FAQ00920,Comment déclarer un sinistre ? (variante 920),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00920.,"Déclaration sinistre,assurance auto,Maroc",5
FAQ00921,Quel est le délai de déclaration d'un sinistre ? (variante 921),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00921.","Délais,assurance auto,Maroc",5
FAQ00922,Comment fonctionne le bonus-malus ? (variante 922),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00922.","Bonus Malus,assurance auto,Maroc",2
FAQ00923,Puis-je assurer une voiture neuve ? (variante 923),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00923.","Souscription,assurance auto,Maroc",5
FAQ00924,Quelle franchise choisir ? (variante 924),Franchise,Une franchise élevée réduit la prime annuelle mais augmente votre reste à charge en cas de sinistre. Réf. FAQ-00924.,"Franchise,assurance auto,Maroc",1
FAQ00925,Comment résilier mon contrat ? (variante 925),Résiliation,Envoyez une lettre recommandée 2 mois avant la date d'échéance ou profitez de la loi Hamon après 1 an. Réf. FAQ-00925.,"Résiliation,assurance auto,Maroc",1
FAQ00926,Le vol est-il couvert ? (variante 926),Garanties,"La garantie vol est incluse à partir du pack Silver, sous réserve d'antivol agréé. Réf. FAQ-00926.","Garanties,assurance auto,Maroc",5
FAQ00927,Quels documents pour souscrire ? (variante 927),Souscription,"Carte grise, permis de conduire, relevé d'information et carte d'identité nationale. Réf. FAQ-00927.","Souscription,assurance auto,Maroc",3
FAQ00928,Puis-je payer mensuellement ? (variante 928),Paiement,"Oui, le paiement mensuel est disponible avec une majoration de 3%. Réf. FAQ-00928.","Paiement,assurance auto,Maroc",5
FAQ00929,Comment contester un refus d'indemnisation ? (variante 929),Réclamations,Adressez un recours écrit au service réclamations sous 30 jours. Réf. FAQ-00929.,"Réclamations,assurance auto,Maroc",1
FAQ00930,Comment déclarer un sinistre ? (variante 930),Déclaration sinistre,Connectez-vous à votre espace client ou appelez le 0522-XX-XX-XX dans les 5 jours ouvrés. Réf. FAQ-00930.,"Déclaration sinistre,assurance auto,Maroc",3
FAQ00931,Quel est le délai de déclaration d'un sinistre ? (variante 931),Délais,"Vous disposez de 5 jours ouvrés pour déclarer un sinistre, 2 jours en cas de vol. Réf. FAQ-00931.","Délais,assurance auto,Maroc",4
FAQ00932,Comment fonctionne le bonus-malus ? (variante 932),Bonus Malus,"Chaque année sans sinistre responsable réduit votre coefficient de 5%, jusqu'à 0.50 minimum. Réf. FAQ-00932.","Bonus Malus,assurance auto,Maroc",4
FAQ00933,Puis-je assurer une voiture neuve ? (variante 933),Souscription,"Oui, nous proposons des formules véhicule neuf avec valeur à neuf garantie 12 mois. Réf. FAQ-00933.","Souscription,assurance auto,Maroc",1
