ContractID,ClientID,VehicleID,Pack,DateSouscription,DateExpiration,PrimeAnnuelle,PrimeMensuelle,Statut,Franchise,Paiement,Reduction,Taxes,MontantFinal
CT000589,CL000124,VH000124,Gold+,2020-03-28,2021-03-28,16474.82,1372.9,Résilié,1000,Trimestriel,2018.17,2023.93,16480.58
CT000590,CL000124,VH000124,Eco,2023-02-21,2024-02-21,5427.0,452.25,Résilié,3000,Annuel,664.81,666.71,5428.9
CT000591,CL000125,VH000125,Gold+,2024-06-08,2025-06-08,13783.08,1148.59,Actif,1000,Annuel,1743.56,1685.53,13725.05
CT000592,CL000125,VH000125,Silver+,2022-02-16,2023-02-16,10540.0,878.33,Résilié,1500,Annuel,1333.31,1288.94,10495.63
CT000593,CL000125,VH000125,Business,2019-03-03,2020-03-02,18161.24,1513.44,Actif,600,Trimestriel,2297.4,2220.94,18084.78
CT000594,CL000125,VH000125,Silver,2020-01-08,2021-01-07,9404.93,783.74,Expiré,1800,Mensuel,1189.72,1150.13,9365.34
CT000595,CL000125,VH000125,Premium,2020-01-22,2021-01-21,15891.08,1324.26,Expiré,800,Annuel,2010.22,1943.32,15824.18
CT000596,CL000125,VH000125,Silver,2024-04-04,2025-04-04,9404.93,783.74,Actif,1800,Annuel,1189.72,1150.13,9365.34
CT000597,CL000125,VH000125,Bronze,2020-02-03,2021-02-02,7296.93,608.08,Suspendu,2000,Mensuel,923.06,892.34,7266.21
CT000598,CL000126,VH000126,Premium,2024-10-14,2025-10-14,21795.16,1816.26,Suspendu,800,Mensuel,1253.22,2875.87,23417.81
CT000599,CL000126,VH000126,Bronze,2018-03-06,2019-03-06,10007.98,834.0,Suspendu,2000,Annuel,575.46,1320.55,10753.07
CT000600,CL000126,VH000126,Eco+,2018-04-04,2019-04-04,7116.79,593.07,Résilié,2500,Trimestriel,409.22,939.06,7646.63
CT000601,CL000126,VH000126,Bronze,2018-01-12,2019-01-12,10007.98,834.0,Résilié,2000,Annuel,575.46,1320.55,10753.07
CT000602,CL000126,VH000126,VIP,2018-07-07,2019-07-07,32247.95,2687.33,Actif,500,Annuel,1854.26,4255.12,34648.81
CT000603,CL000126,VH000126,Silver,2023-06-26,2024-06-25,12899.18,1074.93,Résilié,1800,Semestriel,741.7,1702.05,13859.53
CT000604,CL000127,VH000127,Bronze,2019-02-10,2020-02-10,11514.71,959.56,Résilié,2000,Mensuel,74.85,1601.58,13041.44
CT000605,CL000127,VH000127,Premium,2021-07-03,2022-07-03,25076.48,2089.71,Suspendu,800,Annuel,163.0,3487.89,28401.37
CT000606,CL000127,VH000127,Gold+,2021-10-25,2022-10-25,21750.01,1812.5,Actif,1000,Annuel,141.38,3025.21,24633.84
CT000607,CL000127,VH000127,VIP,2022-03-06,2023-03-06,37102.96,3091.91,Résilié,500,Mensuel,241.17,5160.65,42022.44
CT000608,CL000128,VH000128,Gold+,2019-02-15,2020-02-15,13286.83,1107.24,Expiré,1000,Mensuel,1162.6,1697.39,13821.62
CT000609,CL000128,VH000128,Silver+,2018-07-16,2019-07-16,10160.51,846.71,Expiré,1500,Annuel,889.04,1298.01,10569.48
CT000610,CL000128,VH000128,Bronze,2023-10-06,2024-10-05,7034.2,586.18,Suspendu,2000,Annuel,615.49,898.62,7317.33
CT000611,CL000128,VH000128,Gold,2022-06-15,2023-06-15,12192.62,1016.05,Suspendu,1200,Mensuel,1066.85,1557.61,12683.38
CT000612,CL000128,VH000128,Silver+,2023-10-14,2024-10-13,10160.51,846.71,Actif,1500,Mensuel,889.04,1298.01,10569.48
CT000613,CL000128,VH000128,Premium,2023-05-05,2024-05-04,15318.93,1276.58,Suspendu,800,Annuel,1340.41,1956.99,15935.51
CT000614,CL000128,VH000128,Eco,2023-12-23,2024-12-22,4376.84,364.74,Expiré,3000,Trimestriel,382.97,559.14,4553.01
CT000615,CL000129,VH000129,VIP,2020-03-26,2021-03-26,13019.69,1084.97,Expiré,500,Semestriel,820.24,1707.92,13907.37
CT000616,CL000129,VH000129,Bronze,2025-01-19,2026-01-19,4040.59,336.72,Actif,2000,Annuel,254.56,530.04,4316.07
CT000617,CL000129,VH000129,VIP,2022-05-17,2023-05-17,13019.69,1084.97,Expiré,500,Mensuel,820.24,1707.92,13907.37
CT000618,CL000129,VH000129,Premium,2025-05-14,2026-05-14,8799.51,733.29,Expiré,800,Trimestriel,554.37,1154.32,9399.46
CT000619,CL000129,VH000129,Eco+,2023-01-25,2024-01-25,2873.31,239.44,Expiré,2500,Annuel,181.02,376.92,3069.21
CT000620,CL000130,VH000130,Premium,2020-02-22,2021-02-21,8345.68,695.47,Expiré,800,Mensuel,404.77,1111.73,9052.64
CT000621,CL000130,VH000130,Eco+,2021-10-02,2022-10-02,2725.12,227.09,Actif,2500,Mensuel,132.17,363.01,2955.96
CT000622,CL000130,VH000130,Gold,2022-03-29,2023-03-29,6642.48,553.54,Expiré,1200,Semestriel,322.16,884.84,7205.16
CT000623,CL000130,VH000130,Eco,2019-05-11,2020-05-10,2384.48,198.71,Actif,3000,Mensuel,115.65,317.64,2586.47
CT000624,CL000130,VH000130,Silver,2024-11-27,2025-11-27,4939.28,411.61,Expiré,1800,Trimestriel,239.56,657.96,5357.68
CT000625,CL000130,VH000130,Silver,2020-10-12,2021-10-12,4939.28,411.61,Actif,1800,Annuel,239.56,657.96,5357.68
CT000626,CL000131,VH000131,Silver+,2023-04-19,2024-04-18,18630.13,1552.51,Actif,1500,Mensuel,-279.45,2647.34,21556.92
CT000627,CL000131,VH000131,VIP,2023-05-31,2024-05-30,41559.53,3463.29,Actif,500,Trimestriel,-623.39,5905.61,48088.53
CT000628,CL000131,VH000131,Gold,2024-10-18,2025-10-18,22356.16,1863.01,Actif,1200,Semestriel,-335.34,3176.81,25868.31
CT000629,CL000131,VH000131,Eco,2024-02-26,2025-02-25,8025.29,668.77,Expiré,3000,Annuel,-120.38,1140.39,9286.06
CT000630,CL000131,VH000131,VIP,2020-12-27,2021-12-27,41559.53,3463.29,Actif,500,Trimestriel,-623.39,5905.61,48088.53
CT000631,CL000131,VH000131,Silver,2024-05-15,2025-05-15,16623.81,1385.32,Suspendu,1800,Mensuel,-249.36,2362.24,19235.41
CT000632,CL000131,VH000131,Eco,2022-06-06,2023-06-06,8025.29,668.77,Suspendu,3000,Annuel,-120.38,1140.39,9286.06
CT000633,CL000132,VH000132,Gold+,2023-02-19,2024-02-19,12829.56,1069.13,Actif,1000,Annuel,44.9,1789.85,14574.51
CT000634,CL000132,VH000132,Silver+,2024-05-29,2025-05-29,9810.84,817.57,Expiré,1500,Semestriel,34.34,1368.71,11145.21
CT000635,CL000132,VH000132,VIP,2024-01-28,2025-01-27,21885.72,1823.81,Résilié,500,Semestriel,76.6,3053.28,24862.4
CT000636,CL000132,VH000132,Eco+,2024-03-22,2025-03-22,4829.95,402.5,Actif,2500,Trimestriel,16.9,673.83,5486.88
CT000637,CL000132,VH000132,Gold,2018-07-13,2019-07-13,11773.01,981.08,Résilié,1200,Annuel,41.21,1642.45,13374.25
CT000638,CL000133,VH000133,Business,2019-04-19,2020-04-18,12244.11,1020.34,Résilié,600,Mensuel,397.93,1658.47,13504.65
CT000639,CL000133,VH000133,Premium,2018-11-28,2019-11-28,10713.59,892.8,Résilié,800,Semestriel,348.19,1451.16,11816.56
CT000640,CL000133,VH000133,Business,2023-03-03,2024-03-02,12244.11,1020.34,Résilié,600,Mensuel,397.93,1658.47,13504.65
CT000641,CL000133,VH000133,Premium,2021-08-01,2022-08-01,10713.59,892.8,Suspendu,800,Mensuel,348.19,1451.16,11816.56
CT000642,CL000133,VH000133,VIP,2024-02-13,2025-02-12,15851.75,1320.98,Actif,500,Annuel,515.18,2147.12,17483.69
CT000643,CL000133,VH000133,Premium,2019-01-28,2020-01-28,10713.59,892.8,Suspendu,800,Mensuel,348.19,1451.16,11816.56
CT000644,CL000134,VH000134,Gold,2021-11-20,2022-11-20,8861.3,738.44,Expiré,1200,Semestriel,1107.66,1085.51,8839.15
CT000645,CL000134,VH000134,Gold,2022-07-21,2023-07-21,8861.3,738.44,Suspendu,1200,Annuel,1107.66,1085.51,8839.15
CT000646,CL000134,VH000134,Bronze,2018-08-22,2019-08-22,5112.29,426.02,Résilié,2000,Annuel,639.04,626.26,5099.51
CT000647,CL000134,VH000134,Silver+,2023-03-12,2024-03-11,7384.42,615.37,Expiré,1500,Semestriel,923.05,904.59,7365.96
CT000648,CL000134,VH000134,Business,2022-10-28,2023-10-28,12723.92,1060.33,Résilié,600,Semestriel,1590.49,1558.68,12692.11
CT000649,CL000134,VH000134,Eco+,2022-04-05,2023-04-05,3635.4,302.95,Résilié,2500,Semestriel,454.43,445.34,3626.31
CT000650,CL000135,VH000135,Eco+,2020-11-03,2021-11-03,10893.95,907.83,Résilié,2500,Semestriel,294.14,1483.97,12083.78
CT000651,CL000135,VH000135,Gold+,2024-05-04,2025-05-04,28937.07,2411.42,Résilié,1000,Trimestriel,781.3,3941.81,32097.58
CT000652,CL000135,VH000135,Eco+,2024-04-12,2025-04-12,10893.95,907.83,Résilié,2500,Trimestriel,294.14,1483.97,12083.78
CT000653,CL000135,VH000135,Gold,2023-10-06,2024-10-05,26554.01,2212.83,Résilié,1200,Annuel,716.96,3617.19,29454.24
CT000654,CL000136,VH000136,Bronze,2021-08-04,2022-08-04,21367.82,1780.65,Actif,2000,Mensuel,2254.31,2675.89,21789.4
CT000655,CL000136,VH000136,Silver+,2024-01-07,2025-01-06,30864.63,2572.05,Résilié,1500,Annuel,3256.22,3865.18,31473.59
CT000656,CL000136,VH000136,Premium,2024-06-04,2025-06-04,46534.36,3877.86,Actif,800,Mensuel,4909.37,5827.5,47452.49
CT000657,CL000136,VH000136,Silver,2018-05-22,2019-05-22,27540.74,2295.06,Expiré,1800,Annuel,2905.55,3448.93,28084.12
CT000658,CL000136,VH000136,Eco+,2018-12-20,2019-12-20,15194.89,1266.24,Actif,2500,Semestriel,1603.06,1902.86,15494.69
CT000659,CL000136,VH000136,Premium,2021-06-19,2022-06-19,46534.36,3877.86,Actif,800,Annuel,4909.37,5827.5,47452.49
CT000660,CL000136,VH000136,Business,2020-04-23,2021-04-23,53182.12,4431.84,Suspendu,600,Trimestriel,5610.71,6660.0,54231.41
CT000661,CL000137,VH000137,Gold+,2025-04-26,2026-04-26,17055.31,1421.28,Résilié,1000,Annuel,1569.09,2168.07,17654.29
CT000662,CL000137,VH000137,Silver+,2018-12-11,2019-12-11,13042.3,1086.86,Actif,1500,Annuel,1199.89,1657.94,13500.35
CT000663,CL000138,VH000138,Business,2019-07-29,2020-07-28,32285.98,2690.5,Résilié,600,Semestriel,1711.16,4280.47,34855.29
CT000664,CL000138,VH000138,Gold,2023-11-23,2024-11-22,22484.88,1873.74,Suspendu,1200,Mensuel,1191.7,2981.05,24274.23
CT000665,CL000138,VH000138,Gold,2019-10-23,2020-10-22,22484.88,1873.74,Expiré,1200,Annuel,1191.7,2981.05,24274.23
CT000666,CL000138,VH000138,Gold+,2025-05-09,2026-05-09,24502.75,2041.9,Résilié,1000,Semestriel,1298.65,3248.57,26452.67
CT000667,CL000138,VH000138,Bronze,2024-10-17,2025-10-17,12972.04,1081.0,Actif,2000,Trimestriel,687.52,1719.83,14004.35
CT000668,CL000139,VH000139,Eco,2019-06-17,2020-06-16,10574.55,881.21,Expiré,3000,Mensuel,729.64,1378.29,11223.2
CT000669,CL000139,VH000139,Gold+,2022-10-11,2023-10-11,32101.31,2675.11,Actif,1000,Mensuel,2214.99,4184.08,34070.4
CT000670,CL000140,VH000140,Gold+,2020-03-02,2021-03-02,40241.45,3353.45,Actif,1000,Mensuel,1690.14,5397.18,43948.49
CT000671,CL000140,VH000140,Bronze,2019-12-15,2020-12-14,21304.29,1775.36,Résilié,2000,Annuel,894.78,2857.33,23266.84
CT000672,CL000140,VH000140,Premium,2021-06-05,2022-06-05,46396.02,3866.33,Résilié,800,Semestriel,1948.63,6222.63,50670.02
CT000673,CL000141,VH000141,Premium,2024-07-23,2025-07-23,22170.32,1847.53,Actif,800,Trimestriel,399.07,3047.98,24819.23
CT000674,CL000141,VH000141,Silver+,2020-03-19,2021-03-19,14704.8,1225.4,Expiré,1500,Trimestriel,264.69,2021.62,16461.73
CT000675,CL000141,VH000141,Gold,2023-03-11,2024-03-10,17645.76,1470.48,Résilié,1200,Mensuel,317.62,2425.94,19754.08
CT000676,CL000141,VH000141,Business,2023-02-28,2024-02-28,25337.5,2111.46,Expiré,600,Annuel,456.07,3483.4,28364.83
CT000677,CL000141,VH000141,Gold+,2018-06-23,2019-06-23,19229.35,1602.45,Suspendu,1000,Annuel,346.13,2643.65,21526.87
CT000678,CL000142,VH000142,Gold+,2018-03-03,2019-03-03,10544.73,878.73,Actif,1000,Mensuel,216.17,1446.0,11774.56
CT000679,CL000142,VH000142,VIP,2019-04-21,2020-04-20,17988.06,1499.01,Suspendu,500,Semestriel,368.76,2466.7,20086.0
CT000680,CL000142,VH000142,Gold+,2024-08-01,2025-08-01,10544.73,878.73,Actif,1000,Trimestriel,216.17,1446.0,11774.56
CT000681,CL000142,VH000142,Gold+,2020-09-03,2021-09-03,10544.73,878.73,Suspendu,1000,Trimestriel,216.17,1446.0,11774.56
CT000682,CL000143,VH000143,VIP,2019-01-23,2020-01-23,13583.51,1131.96,Résilié,500,Trimestriel,1256.47,1725.79,14052.83
CT000683,CL000143,VH000143,Business,2018-06-11,2019-06-11,10492.09,874.34,Suspendu,600,Semestriel,970.52,1333.02,10854.59
CT000684,CL000143,VH000143,Bronze,2023-02-08,2024-02-08,4215.57,351.3,Suspendu,2000,Trimestriel,389.94,535.59,4361.22
CT000685,CL000144,VH000144,VIP,2022-12-11,2023-12-11,43230.25,3602.52,Suspendu,500,Annuel,2075.05,5761.73,46916.93
CT000686,CL000144,VH000144,Premium,2022-12-31,2023-12-31,29217.68,2434.81,Résilié,800,Trimestriel,1402.45,3894.13,31709.36
CT000687,CL000144,VH000144,Gold,2023-07-01,2024-06-30,23254.89,1937.91,Suspendu,1200,Semestriel,1116.23,3099.41,25238.07
CT000688,CL000144,VH000144,VIP,2022-10-31,2023-10-31,43230.25,3602.52,Expiré,500,Semestriel,2075.05,5761.73,46916.93
CT000689,CL000144,VH000144,Gold+,2021-11-18,2022-11-18,25341.87,2111.82,Résilié,1000,Mensuel,1216.41,3377.56,27503.02
CT000690,CL000144,VH000144,Eco,2018-10-26,2019-10-26,8347.91,695.66,Actif,3000,Trimestriel,400.7,1112.61,9059.82
CT000691,CL000144,VH000144,Business,2021-03-02,2022-03-02,33391.64,2782.64,Résilié,600,Semestriel,1602.8,4450.44,36239.28
CT000692,CL000144,VH000144,Bronze,2019-09-21,2020-09-20,13416.28,1118.02,Actif,2000,Trimestriel,643.98,1788.12,14560.42
CT000693,CL000144,VH000144,Silver+,2020-05-31,2021-05-31,19379.08,1614.92,Suspendu,1500,Annuel,930.2,2582.84,21031.72
CT000694,CL000145,VH000145,Eco+,2018-11-22,2019-11-22,4182.86,348.57,Actif,2500,Trimestriel,278.16,546.66,4451.36
CT000695,CL000145,VH000145,Business,2020-07-26,2021-07-26,14640.01,1220.0,Actif,600,Semestriel,973.56,1913.3,15579.75
CT000696,CL000145,VH000145,Gold+,2018-04-07,2019-04-07,11110.72,925.89,Actif,1000,Mensuel,738.86,1452.06,11823.92
CT000697,CL000145,VH000145,Gold+,2025-01-26,2026-01-26,11110.72,925.89,Actif,1000,Annuel,738.86,1452.06,11823.92
CT000698,CL000146,VH000146,Eco+,2018-09-18,2019-09-18,11698.76,974.9,Résilié,2500,Mensuel,643.43,1547.75,12603.08
CT000699,CL000146,VH000146,Silver+,2018-02-02,2019-02-02,23763.1,1980.26,Actif,1500,Annuel,1306.97,3143.86,25599.99
CT000700,CL000146,VH000146,Eco+,2022-01-08,2023-01-08,11698.76,974.9,Suspendu,2500,Semestriel,643.43,1547.75,12603.08
CT000701,CL000146,VH000146,Bronze,2023-04-19,2024-04-18,16451.38,1370.95,Suspendu,2000,Mensuel,904.83,2176.52,17723.07
CT000702,CL000146,VH000146,Bronze,2022-10-01,2023-10-01,16451.38,1370.95,Actif,2000,Semestriel,904.83,2176.52,17723.07
CT000703,CL000147,VH000147,Silver+,2022-01-26,2023-01-26,11041.65,920.14,Suspendu,1500,Semestriel,226.35,1514.14,12329.44
CT000704,CL000147,VH000147,Eco+,2021-04-01,2022-04-01,5435.89,452.99,Résilié,2500,Semestriel,111.44,745.42,6069.87
CT000705,CL000147,VH000147,Silver,2023-01-13,2024-01-13,9852.55,821.05,Actif,1800,Annuel,201.98,1351.08,11001.65
CT000706,CL000147,VH000147,Bronze,2020-11-19,2021-11-19,7644.22,637.02,Suspendu,2000,Semestriel,156.71,1048.25,8535.76
CT000707,CL000147,VH000147,Eco,2021-02-18,2022-02-18,4756.4,396.37,Expiré,3000,Mensuel,97.51,652.24,5311.13
CT000708,CL000148,VH000148,Eco+,2023-07-05,2024-07-04,7412.44,617.7,Suspendu,2500,Mensuel,352.09,988.45,8048.8
CT000709,CL000148,VH000148,Bronze,2018-09-21,2019-09-21,10423.74,868.64,Actif,2000,Semestriel,495.13,1390.01,11318.62
CT000710,CL000149,VH000149,Premium,2022-10-06,2023-10-06,28425.98,2368.83,Résilié,800,Semestriel,397.96,3923.92,31951.94
CT000711,CL000149,VH000149,VIP,2024-02-29,2025-02-28,42058.85,3504.9,Résilié,500,Annuel,588.82,5805.8,47275.83
CT000712,CL000149,VH000149,Bronze,2018-09-29,2019-09-29,13052.75,1087.73,Suspendu,2000,Semestriel,182.74,1801.8,14671.81
CT000713,CL000149,VH000149,Eco+,2020-05-27,2021-05-27,9281.95,773.5,Actif,2500,Annuel,129.95,1281.28,10433.28
CT000714,CL000149,VH000149,Gold,2019-11-23,2020-11-22,22624.76,1885.4,Résilié,1200,Trimestriel,316.75,3123.12,25431.13
CT000715,CL000149,VH000149,Silver,2022-02-17,2023-02-17,16823.54,1401.96,Expiré,1800,Mensuel,235.53,2322.32,18910.33
CT000716,CL000150,VH000150,Gold+,2019-09-21,2020-09-20,19271.71,1605.98,Expiré,1000,Mensuel,1165.94,2534.81,20640.58
CT000717,CL000150,VH000150,Premium,2024-09-14,2025-09-14,22219.15,1851.6,Suspendu,800,Trimestriel,1344.26,2922.48,23797.37
CT000718,CL000150,VH000150,Bronze,2022-06-09,2023-06-09,10202.67,850.22,Actif,2000,Annuel,617.26,1341.96,10927.37
CT000719,CL000150,VH000150,Silver+,2020-08-18,2021-08-18,14737.19,1228.1,Résilié,1500,Trimestriel,891.6,1938.38,15783.97
CT000720,CL000150,VH000150,Eco+,2025-04-20,2026-04-20,7255.23,604.6,Actif,2500,Semestriel,438.94,954.28,7770.57
CT000721,CL000151,VH000151,Premium,2022-07-18,2023-07-18,24073.1,2006.09,Expiré,800,Annuel,2599.89,3006.25,24479.46
CT000722,CL000151,VH000151,Gold,2023-10-25,2024-10-24,19160.22,1596.69,Expiré,1200,Semestriel,2069.3,2392.73,19483.65
CT000723,CL000151,VH000151,Silver,2018-07-02,2019-07-02,14247.35,1187.28,Actif,1800,Semestriel,1538.71,1779.21,14487.85
CT000724,CL000151,VH000151,Eco,2020-05-28,2021-05-28,6878.03,573.17,Suspendu,3000,Annuel,742.83,858.93,6994.13
CT000725,CL000152,VH000152,Silver+,2024-08-02,2025-08-02,6736.22,561.35,Suspendu,1500,Trimestriel,303.13,900.63,7333.72
CT000726,CL000152,VH000152,Silver,2021-12-30,2022-12-30,6010.78,500.9,Actif,1800,Annuel,270.49,803.64,6543.93
CT000727,CL000153,VH000153,Silver,2019-03-21,2020-03-20,4625.08,385.42,Résilié,1800,Mensuel,143.38,627.44,5109.14
CT000728,CL000153,VH000153,Gold+,2021-05-14,2022-05-14,6778.13,564.84,Résilié,1000,Mensuel,210.12,919.52,7487.53
CT000729,CL000153,VH000153,Eco+,2020-06-07,2021-06-07,2551.77,212.65,Expiré,2500,Semestriel,79.1,346.17,2818.84
CT000730,CL000153,VH000153,Gold,2018-06-06,2019-06-06,6219.93,518.33,Actif,1200,Trimestriel,192.82,843.8,6870.91
CT000731,CL000154,VH000154,Bronze,2024-09-08,2025-09-08,13247.72,1103.98,Suspendu,2000,Annuel,132.48,1836.13,14951.37
CT000732,CL000154,VH000154,Gold,2024-06-09,2025-06-09,22962.72,1913.56,Expiré,1200,Mensuel,229.63,3182.63,25915.72
CT000733,CL000154,VH000154,Gold+,2024-07-22,2025-07-22,25023.48,2085.29,Expiré,1000,Semestriel,250.23,3468.26,28241.51
CT000734,CL000154,VH000154,Silver+,2020-06-19,2021-06-19,19135.6,1594.63,Résilié,1500,Annuel,191.36,2652.19,21596.43
CT000735,CL000154,VH000154,Eco,2018-01-07,2019-01-07,8243.03,686.92,Suspendu,3000,Semestriel,82.43,1142.48,9303.08
CT000736,CL000154,VH000154,Bronze,2021-06-20,2022-06-20,13247.72,1103.98,Résilié,2000,Mensuel,132.48,1836.13,14951.37
CT000737,CL000154,VH000154,Silver+,2024-07-27,2025-07-27,19135.6,1594.63,Suspendu,1500,Semestriel,191.36,2652.19,21596.43
CT000738,CL000154,VH000154,Eco+,2023-12-04,2024-12-03,9420.6,785.05,Suspendu,2500,Mensuel,94.21,1305.69,10632.08
CT000739,CL000155,VH000155,Silver,2018-08-06,2019-08-06,15365.02,1280.42,Expiré,1800,Annuel,1290.66,1970.41,16044.77
CT000740,CL000155,VH000155,Silver+,2019-06-27,2020-06-26,17219.42,1434.95,Actif,1500,Mensuel,1446.43,2208.22,17981.21
CT000741,CL000155,VH000155,Silver+,2021-10-30,2022-10-30,17219.42,1434.95,Résilié,1500,Trimestriel,1446.43,2208.22,17981.21
CT000742,CL000156,VH000156,Silver,2019-06-07,2020-06-06,9446.72,787.23,Résilié,1800,Annuel,1412.28,1124.82,9159.26
CT000743,CL000156,VH000156,Gold+,2020-09-22,2021-09-22,13844.34,1153.69,Résilié,1000,Mensuel,2069.73,1648.45,13423.06
CT000744,CL000156,VH000156,VIP,2018-10-27,2019-10-27,23616.81,1968.07,Expiré,500,Annuel,3530.71,2812.05,22898.15
CT000745,CL000157,VH000157,Premium,2018-01-15,2019-01-15,7477.88,623.16,Suspendu,800,Mensuel,149.56,1025.96,8354.28
CT000746,CL000157,VH000157,Gold+,2022-01-28,2023-01-28,6485.92,540.49,Suspendu,1000,Annuel,129.72,889.87,7246.07
CT000747,CL000157,VH000157,Eco+,2020-05-02,2021-05-02,2441.76,203.48,Résilié,2500,Semestriel,48.84,335.01,2727.93
CT000748,CL000158,VH000158,Bronze,2022-01-31,2023-01-31,7256.27,604.69,Suspendu,2000,Mensuel,968.71,880.26,7167.82
CT000749,CL000158,VH000158,Gold,2023-12-10,2024-12-09,12577.54,1048.13,Actif,1200,Annuel,1679.1,1525.78,12424.22
CT000750,CL000158,VH000158,Gold,2024-06-09,2025-06-09,12577.54,1048.13,Actif,1200,Annuel,1679.1,1525.78,12424.22
CT000751,CL000158,VH000158,Eco+,2018-12-14,2019-12-14,5160.02,430.0,Résilié,2500,Mensuel,688.86,625.96,5097.12
CT000752,CL000158,VH000158,Gold+,2019-01-01,2020-01-01,13706.29,1142.19,Suspendu,1000,Annuel,1829.79,1662.71,13539.21
CT000753,CL000158,VH000158,VIP,2020-03-10,2021-03-10,23381.32,1948.44,Résilié,500,Trimestriel,3121.41,2836.39,23096.3
CT000754,CL000158,VH000158,Eco+,2018-11-12,2019-11-12,5160.02,430.0,Expiré,2500,Annuel,688.86,625.96,5097.12
CT000755,CL000158,VH000158,VIP,2021-05-15,2022-05-15,23381.32,1948.44,Actif,500,Trimestriel,3121.41,2836.39,23096.3
CT000756,CL000159,VH000159,Eco,2019-08-26,2020-08-25,4337.75,361.48,Actif,3000,Semestriel,347.02,558.7,4549.43
CT000757,CL000159,VH000159,Eco,2019-04-21,2020-04-20,4337.75,361.48,Actif,3000,Mensuel,347.02,558.7,4549.43
CT000758,CL000159,VH000159,Business,2024-03-14,2025-03-14,17351.0,1445.92,Résilié,600,Mensuel,1388.08,2234.81,18197.73
CT000759,CL000159,VH000159,VIP,2020-09-08,2021-09-08,22463.35,1871.95,Expiré,500,Trimestriel,1797.07,2893.28,23559.56
CT000760,CL000159,VH000159,Gold,2019-12-22,2020-12-21,12083.73,1006.98,Suspendu,1200,Mensuel,966.7,1556.38,12673.41
CT000761,CL000159,VH000159,Silver,2025-01-08,2026-01-08,8985.34,748.78,Actif,1800,Trimestriel,718.83,1157.31,9423.82
CT000762,CL000160,VH000160,Eco,2018-04-06,2019-04-06,6619.65,551.64,Suspendu,3000,Semestriel,165.49,903.58,7357.74
CT000763,CL000160,VH000160,Bronze,2024-09-21,2025-09-21,10638.72,886.56,Résilié,2000,Trimestriel,265.97,1452.19,11824.94
CT000764,CL000160,VH000160,Eco+,2023-11-06,2024-11-05,7565.32,630.44,Résilié,2500,Annuel,189.13,1032.67,8408.86
CT000765,CL000160,VH000160,Eco+,2020-11-18,2021-11-18,7565.32,630.44,Actif,2500,Trimestriel,189.13,1032.67,8408.86
CT000766,CL000160,VH000160,Eco,2022-09-28,2023-09-28,6619.65,551.64,Résilié,3000,Mensuel,165.49,903.58,7357.74
CT000767,CL000160,VH000160,Gold+,2025-02-17,2026-02-17,20095.37,1674.61,Expiré,1000,Trimestriel,502.38,2743.02,22336.01
CT000768,CL000160,VH000160,Premium,2022-04-06,2023-04-06,23168.78,1930.73,Actif,800,Trimestriel,579.22,3162.54,25752.1
CT000769,CL000160,VH000160,Bronze,2019-10-31,2020-10-30,10638.72,886.56,Suspendu,2000,Semestriel,265.97,1452.19,11824.94
CT000770,CL000161,VH000161,Eco+,2021-03-14,2022-03-14,7678.53,639.88,Actif,2500,Annuel,376.25,1022.32,8324.6
CT000771,CL000161,VH000161,Eco,2019-10-18,2020-10-17,6718.71,559.89,Suspendu,3000,Semestriel,329.22,894.53,7284.02
CT000772,CL000161,VH000161,Silver+,2023-11-26,2024-11-25,15597.0,1299.75,Suspendu,1500,Trimestriel,764.25,2076.59,16909.34
CT000773,CL000161,VH000161,Premium,2023-10-26,2024-10-25,23515.48,1959.62,Actif,800,Annuel,1152.26,3130.85,25494.07
CT000774,CL000161,VH000161,Silver,2025-02-20,2026-02-20,13917.33,1159.78,Suspendu,1800,Trimestriel,681.95,1852.95,15088.33
CT000775,CL000161,VH000161,Premium,2020-06-21,2021-06-21,23515.48,1959.62,Suspendu,800,Annuel,1152.26,3130.85,25494.07
CT000776,CL000161,VH000161,Premium,2019-10-07,2020-10-06,23515.48,1959.62,Résilié,800,Annuel,1152.26,3130.85,25494.07
CT000777,CL000161,VH000161,Eco+,2022-10-02,2023-10-02,7678.53,639.88,Expiré,2500,Mensuel,376.25,1022.32,8324.6
CT000778,CL000162,VH000162,Silver+,2018-01-31,2019-01-31,14370.58,1197.55,Suspendu,1500,Semestriel,-215.56,2042.06,16628.2
CT000779,CL000162,VH000162,Gold,2020-12-12,2021-12-12,17244.7,1437.06,Expiré,1200,Mensuel,-258.67,2450.47,19953.84
CT000780,CL000162,VH000162,Gold+,2023-11-12,2024-11-11,18792.3,1566.02,Résilié,1000,Semestriel,-281.88,2670.39,21744.57
CT000781,CL000162,VH000162,Eco,2023-03-21,2024-03-20,6190.41,515.87,Expiré,3000,Semestriel,-92.86,879.66,7162.93
CT000782,CL000162,VH000162,Silver+,2021-11-29,2022-11-29,14370.58,1197.55,Suspendu,1500,Mensuel,-215.56,2042.06,16628.2
CT000783,CL000162,VH000162,Silver,2018-08-13,2019-08-13,12822.98,1068.58,Suspendu,1800,Trimestriel,-192.34,1822.14,14837.46
CT000784,CL000162,VH000162,Gold+,2024-08-31,2025-08-31,18792.3,1566.02,Suspendu,1000,Annuel,-281.88,2670.39,21744.57
