GarantieID,Nom,Pack,Plafond,Franchise,Description,Active
GA00789,Vol avec effraction et agression,Silver+,999999,2000,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00790,Responsabilité civile illimitée en dommages corporels,Eco+,50000,1000,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00791,Dommages corporels du conducteur jusqu'à 500 000 MAD,Bronze,200000,1000,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00792,Bris de glace sans franchise limité à 2 sinistres/an,Gold+,999999,0,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00793,Assistance 0 km 24h/24 au Maroc et en Europe,Gold+,500000,3000,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00794,Véhicule de remplacement 7 jours en cas d'accident,Business,50000,2000,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00795,Protection juridique jusqu'à 15 000 MAD,VIP,500000,0,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00796,Catastrophes naturelles et technologiques,Business,999999,1000,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00797,Dommages tous accidents avec franchise modulable,Silver+,999999,2000,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00798,Incendie et explosion du véhicule,Bronze,200000,500,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00799,Vol avec effraction et agression,Eco,500000,1500,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00800,Responsabilité civile illimitée en dommages corporels,Premium,999999,1000,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00801,Dommages corporels du conducteur jusqu'à 500 000 MAD,Bronze,50000,0,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00802,Bris de glace sans franchise limité à 2 sinistres/an,Business,500000,3000,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00803,Assistance 0 km 24h/24 au Maroc et en Europe,Premium,500000,3000,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00804,Véhicule de remplacement 7 jours en cas d'accident,Premium,200000,500,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00805,Protection juridique jusqu'à 15 000 MAD,Business,999999,1000,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00806,Catastrophes naturelles et technologiques,Bronze,100000,0,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00807,Dommages tous accidents avec franchise modulable,Silver,500000,1500,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00808,Incendie et explosion du véhicule,Bronze,999999,2000,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00809,Vol avec effraction et agression,Silver,100000,1500,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00810,Responsabilité civile illimitée en dommages corporels,Silver,100000,1000,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00811,Dommages corporels du conducteur jusqu'à 500 000 MAD,Gold,50000,2000,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00812,Bris de glace sans franchise limité à 2 sinistres/an,Gold+,500000,2000,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00813,Assistance 0 km 24h/24 au Maroc et en Europe,Gold+,50000,2000,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00814,Véhicule de remplacement 7 jours en cas d'accident,Silver+,200000,2000,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00815,Protection juridique jusqu'à 15 000 MAD,Silver+,100000,1000,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00816,Catastrophes naturelles et technologiques,Eco,200000,1500,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00817,Dommages tous accidents avec franchise modulable,VIP,200000,1000,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00818,Incendie et explosion du véhicule,Eco+,200000,3000,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00819,Vol avec effraction et agression,Bronze,200000,500,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00820,Responsabilité civile illimitée en dommages corporels,Eco+,999999,500,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00821,Dommages corporels du conducteur jusqu'à 500 000 MAD,Silver+,100000,3000,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00822,Bris de glace sans franchise limité à 2 sinistres/an,Gold+,500000,3000,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00823,Assistance 0 km 24h/24 au Maroc et en Europe,Business,200000,1000,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00824,Véhicule de remplacement 7 jours en cas d'accident,Gold+,100000,1500,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00825,Protection juridique jusqu'à 15 000 MAD,Eco+,100000,1500,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00826,Catastrophes naturelles et technologiques,Premium,999999,1000,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00827,Dommages tous accidents avec franchise modulable,Eco+,200000,2000,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00828,Incendie et explosion du véhicule,Gold,200000,2000,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00829,Vol avec effraction et agression,Silver,50000,1500,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00830,Responsabilité civile illimitée en dommages corporels,Gold,500000,3000,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00831,Dommages corporels du conducteur jusqu'à 500 000 MAD,Gold+,100000,1000,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00832,Bris de glace sans franchise limité à 2 sinistres/an,Gold+,50000,3000,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00833,Assistance 0 km 24h/24 au Maroc et en Europe,Silver+,999999,500,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00834,Véhicule de remplacement 7 jours en cas d'accident,Business,500000,3000,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00835,Protection juridique jusqu'à 15 000 MAD,Premium,500000,500,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00836,Catastrophes naturelles et technologiques,Silver+,999999,0,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00837,Dommages tous accidents avec franchise modulable,Gold+,999999,500,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00838,Incendie et explosion du véhicule,Eco,500000,3000,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00839,Vol avec effraction et agression,Silver+,50000,1000,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00840,Responsabilité civile illimitée en dommages corporels,Gold,50000,2000,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00841,Dommages corporels du conducteur jusqu'à 500 000 MAD,Bronze,50000,0,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00842,Bris de glace sans franchise limité à 2 sinistres/an,Business,999999,1500,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00843,Assistance 0 km 24h/24 au Maroc et en Europe,VIP,999999,0,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00844,Véhicule de remplacement 7 jours en cas d'accident,Premium,50000,1500,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00845,Protection juridique jusqu'à 15 000 MAD,Premium,100000,1500,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00846,Catastrophes naturelles et technologiques,VIP,200000,0,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00847,Dommages tous accidents avec franchise modulable,Silver+,100000,2000,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00848,Incendie et explosion du véhicule,Premium,50000,500,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00849,Vol avec effraction et agression,Eco+,50000,0,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00850,Responsabilité civile illimitée en dommages corporels,Bronze,999999,2000,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00851,Dommages corporels du conducteur jusqu'à 500 000 MAD,Business,999999,500,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00852,Bris de glace sans franchise limité à 2 sinistres/an,Eco+,100000,3000,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00853,Assistance 0 km 24h/24 au Maroc et en Europe,Business,50000,2000,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00854,Véhicule de remplacement 7 jours en cas d'accident,Gold+,200000,2000,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00855,Protection juridique jusqu'à 15 000 MAD,Silver,200000,500,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00856,Catastrophes naturelles et technologiques,Bronze,50000,3000,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00857,Dommages tous accidents avec franchise modulable,Eco+,999999,1500,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00858,Incendie et explosion du véhicule,Gold+,200000,500,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00859,Vol avec effraction et agression,Gold,500000,1000,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00860,Responsabilité civile illimitée en dommages corporels,Bronze,500000,1500,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00861,Dommages corporels du conducteur jusqu'à 500 000 MAD,Silver+,50000,1500,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00862,Bris de glace sans franchise limité à 2 sinistres/an,Gold+,999999,1500,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00863,Assistance 0 km 24h/24 au Maroc et en Europe,Gold,999999,2000,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00864,Véhicule de remplacement 7 jours en cas d'accident,Silver+,500000,0,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00865,Protection juridique jusqu'à 15 000 MAD,Gold+,999999,1000,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00866,Catastrophes naturelles et technologiques,Premium,500000,0,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00867,Dommages tous accidents avec franchise modulable,VIP,999999,1500,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00868,Incendie et explosion du véhicule,Bronze,500000,500,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00869,Vol avec effraction et agression,Eco+,50000,3000,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00870,Responsabilité civile illimitée en dommages corporels,Silver,999999,3000,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00871,Dommages corporels du conducteur jusqu'à 500 000 MAD,Business,999999,2000,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00872,Bris de glace sans franchise limité à 2 sinistres/an,Business,100000,1500,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00873,Assistance 0 km 24h/24 au Maroc et en Europe,Gold,200000,1000,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00874,Véhicule de remplacement 7 jours en cas d'accident,Gold,500000,1500,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00875,Protection juridique jusqu'à 15 000 MAD,Gold,500000,500,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00876,Catastrophes naturelles et technologiques,Gold,200000,500,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00877,Dommages tous accidents avec franchise modulable,Gold+,999999,1000,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00878,Incendie et explosion du véhicule,VIP,500000,1500,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00879,Vol avec effraction et agression,Silver,500000,500,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00880,Responsabilité civile illimitée en dommages corporels,Eco+,500000,0,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00881,Dommages corporels du conducteur jusqu'à 500 000 MAD,Gold,200000,1500,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00882,Bris de glace sans franchise limité à 2 sinistres/an,Eco,200000,3000,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00883,Assistance 0 km 24h/24 au Maroc et en Europe,VIP,50000,3000,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00884,Véhicule de remplacement 7 jours en cas d'accident,VIP,50000,0,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00885,Protection juridique jusqu'à 15 000 MAD,Premium,50000,2000,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00886,Catastrophes naturelles et technologiques,Gold+,200000,1500,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00887,Dommages tous accidents avec franchise modulable,Gold+,100000,2000,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00888,Incendie et explosion du véhicule,Premium,100000,0,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00889,Vol avec effraction et agression,Gold,200000,0,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00890,Responsabilité civile illimitée en dommages corporels,Gold,500000,1500,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00891,Dommages corporels du conducteur jusqu'à 500 000 MAD,Gold,100000,1500,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00892,Bris de glace sans franchise limité à 2 sinistres/an,Gold+,200000,2000,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00893,Assistance 0 km 24h/24 au Maroc et en Europe,Bronze,500000,1000,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00894,Véhicule de remplacement 7 jours en cas d'accident,VIP,999999,2000,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00895,Protection juridique jusqu'à 15 000 MAD,Bronze,50000,0,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00896,Catastrophes naturelles et technologiques,Premium,200000,2000,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00897,Dommages tous accidents avec franchise modulable,Eco,500000,1500,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00898,Incendie et explosion du véhicule,Bronze,100000,0,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00899,Vol avec effraction et agression,Eco,999999,0,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00900,Responsabilité civile illimitée en dommages corporels,Premium,200000,3000,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00901,Dommages corporels du conducteur jusqu'à 500 000 MAD,Gold+,999999,2000,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00902,Bris de glace sans franchise limité à 2 sinistres/an,Gold,200000,1000,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00903,Assistance 0 km 24h/24 au Maroc et en Europe,Gold,200000,1000,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00904,Véhicule de remplacement 7 jours en cas d'accident,Bronze,50000,1000,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00905,Protection juridique jusqu'à 15 000 MAD,VIP,100000,3000,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00906,Catastrophes naturelles et technologiques,Bronze,500000,2000,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00907,Dommages tous accidents avec franchise modulable,VIP,50000,500,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00908,Incendie et explosion du véhicule,Premium,200000,2000,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00909,Vol avec effraction et agression,Silver+,500000,2000,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00910,Responsabilité civile illimitée en dommages corporels,Eco,100000,500,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00911,Dommages corporels du conducteur jusqu'à 500 000 MAD,Gold+,50000,3000,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00912,Bris de glace sans franchise limité à 2 sinistres/an,Eco+,999999,500,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00913,Assistance 0 km 24h/24 au Maroc et en Europe,Eco,100000,500,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00914,Véhicule de remplacement 7 jours en cas d'accident,VIP,500000,0,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00915,Protection juridique jusqu'à 15 000 MAD,Gold+,999999,3000,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00916,Catastrophes naturelles et technologiques,VIP,100000,2000,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00917,Dommages tous accidents avec franchise modulable,Gold+,999999,1500,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00918,Incendie et explosion du véhicule,Premium,500000,1500,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00919,Vol avec effraction et agression,Silver+,500000,1000,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00920,Responsabilité civile illimitée en dommages corporels,VIP,500000,1500,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00921,Dommages corporels du conducteur jusqu'à 500 000 MAD,Silver+,100000,500,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00922,Bris de glace sans franchise limité à 2 sinistres/an,Gold+,200000,2000,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00923,Assistance 0 km 24h/24 au Maroc et en Europe,Eco+,100000,500,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00924,Véhicule de remplacement 7 jours en cas d'accident,VIP,500000,3000,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00925,Protection juridique jusqu'à 15 000 MAD,Silver,500000,3000,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00926,Catastrophes naturelles et technologiques,Premium,50000,500,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00927,Dommages tous accidents avec franchise modulable,Bronze,999999,1500,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00928,Incendie et explosion du véhicule,VIP,200000,3000,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00929,Vol avec effraction et agression,Eco+,100000,1500,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00930,Responsabilité civile illimitée en dommages corporels,Gold+,50000,2000,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00931,Dommages corporels du conducteur jusqu'à 500 000 MAD,Eco,999999,2000,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00932,Bris de glace sans franchise limité à 2 sinistres/an,Gold,999999,500,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00933,Assistance 0 km 24h/24 au Maroc et en Europe,Business,200000,2000,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00934,Véhicule de remplacement 7 jours en cas d'accident,Eco+,500000,3000,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00935,Protection juridique jusqu'à 15 000 MAD,Bronze,500000,500,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00936,Catastrophes naturelles et technologiques,VIP,50000,1500,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00937,Dommages tous accidents avec franchise modulable,Silver+,999999,2000,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00938,Incendie et explosion du véhicule,VIP,999999,500,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00939,Vol avec effraction et agression,Silver,500000,0,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00940,Responsabilité civile illimitée en dommages corporels,Eco,100000,1000,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00941,Dommages corporels du conducteur jusqu'à 500 000 MAD,Silver,100000,0,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00942,Bris de glace sans franchise limité à 2 sinistres/an,Eco,200000,1500,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00943,Assistance 0 km 24h/24 au Maroc et en Europe,Bronze,200000,3000,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00944,Véhicule de remplacement 7 jours en cas d'accident,Business,999999,1000,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00945,Protection juridique jusqu'à 15 000 MAD,Eco,500000,2000,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00946,Catastrophes naturelles et technologiques,Gold+,999999,1000,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00947,Dommages tous accidents avec franchise modulable,Silver+,100000,3000,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00948,Incendie et explosion du véhicule,Business,500000,0,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00949,Vol avec effraction et agression,Silver+,100000,0,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00950,Responsabilité civile illimitée en dommages corporels,Silver+,200000,1500,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00951,Dommages corporels du conducteur jusqu'à 500 000 MAD,Business,100000,2000,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00952,Bris de glace sans franchise limité à 2 sinistres/an,VIP,999999,500,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00953,Assistance 0 km 24h/24 au Maroc et en Europe,Premium,100000,2000,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00954,Véhicule de remplacement 7 jours en cas d'accident,Eco+,500000,2000,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00955,Protection juridique jusqu'à 15 000 MAD,Gold,500000,0,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00956,Catastrophes naturelles et technologiques,Silver,50000,0,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00957,Dommages tous accidents avec franchise modulable,Gold,200000,0,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00958,Incendie et explosion du véhicule,VIP,200000,1500,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00959,Vol avec effraction et agression,Business,200000,0,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00960,Responsabilité civile illimitée en dommages corporels,VIP,200000,1500,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00961,Dommages corporels du conducteur jusqu'à 500 000 MAD,Gold+,200000,0,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00962,Bris de glace sans franchise limité à 2 sinistres/an,Eco,100000,500,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00963,Assistance 0 km 24h/24 au Maroc et en Europe,Bronze,200000,0,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
GA00964,Véhicule de remplacement 7 jours en cas d'accident,Silver+,200000,1000,Véhicule de remplacement 7 jours en cas d'accident. Applicable selon conditions générales CG-2026.,True
GA00965,Protection juridique jusqu'à 15 000 MAD,Gold,999999,1000,Protection juridique jusqu'à 15 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00966,Catastrophes naturelles et technologiques,Premium,999999,0,Catastrophes naturelles et technologiques. Applicable selon conditions générales CG-2026.,True
GA00967,Dommages tous accidents avec franchise modulable,Eco+,50000,3000,Dommages tous accidents avec franchise modulable. Applicable selon conditions générales CG-2026.,True
GA00968,Incendie et explosion du véhicule,Eco,200000,1500,Incendie et explosion du véhicule. Applicable selon conditions générales CG-2026.,True
GA00969,Vol avec effraction et agression,Eco,50000,0,Vol avec effraction et agression. Applicable selon conditions générales CG-2026.,True
GA00970,Responsabilité civile illimitée en dommages corporels,Silver,200000,1500,Responsabilité civile illimitée en dommages corporels. Applicable selon conditions générales CG-2026.,True
GA00971,Dommages corporels du conducteur jusqu'à 500 000 MAD,Business,999999,2000,Dommages corporels du conducteur jusqu'à 500 000 MAD. Applicable selon conditions générales CG-2026.,True
GA00972,Bris de glace sans franchise limité à 2 sinistres/an,VIP,500000,0,Bris de glace sans franchise limité à 2 sinistres/an. Applicable selon conditions générales CG-2026.,True
GA00973,Assistance 0 km 24h/24 au Maroc et en Europe,Gold+,500000,500,Assistance 0 km 24h/24 au Maroc et en Europe. Applicable selon conditions générales CG-2026.,True
